fraction_cells_removed,sample_auc,patient_bootstrap_mean_auc,ci_lower,ci_upper,mean_cells_kept
0.0,0.7172675521821631,0.7275698017918932,0.506468334460221,0.9271122685185186,339.3958333333333
0.2,0.715370018975332,0.7255929838801404,0.5064204417399144,0.9268101375116535,271.9791666666667
0.3,0.713472485768501,0.7232482693068684,0.5064717553688142,0.9227626811594202,238.08333333333334
0.4,0.7210626185958254,0.7312092234303195,0.5138276143790851,0.9350706646294882,204.02083333333334
0.5,0.7115749525616698,0.722085962784019,0.5046992835595778,0.9194935064935066,170.0
0.6,0.7210626185958253,0.7308125978640353,0.5097112346082598,0.9200357142857142,136.25
