fraction_cells_removed,sample_auc,patient_bootstrap_mean_auc,ci_lower,ci_upper,mean_cells_kept
0.0,0.8937381404174574,0.8945172446557665,0.7740377804014168,0.9821603641456583,339.3958333333333
0.2,0.8899430740037951,0.89096814611734,0.7661955691367457,0.9821603641456583,271.9791666666667
0.3,0.8861480075901329,0.8873551697916711,0.7613512845849802,0.9821603641456583,238.08333333333334
0.4,0.8842504743833017,0.885488876230067,0.7608519759255052,0.9821603641456583,204.02083333333334
0.5,0.8842504743833017,0.8856476123221938,0.7533613445378151,0.9821603641456583,170.0
0.6,0.8804554079696394,0.8820639237149057,0.7473396727111897,0.9821603641456583,136.25
