fold,held_patient,ligand,receptor,ligand_receptor_pair,Receiver,Sender,pair_importance
5,P13,HLA-B,KIR3DL2,HLA-B → KIR3DL2,7.412896668783042e-05,0.10474067980167429,0.10481480876836212
5,P13,HLA-C,KIR2DL3,HLA-C → KIR2DL3,0.0,0.007663342024074237,0.007663342024074237
5,P13,HLA-E,KLRC1,HLA-E → KLRC1,0.0001988073326796707,0.015298873101870518,0.015497680434550189
5,P13,HLA-E,KLRC2,HLA-E → KLRC2,6.303147081921275e-05,0.023961324113502405,0.024024355584321616
5,P13,HLA-E,KLRK1,HLA-E → KLRK1,0.001762737749178146,0.016566982521128815,0.01832972027030696
5,P13,HLA-F,KIR3DL2,HLA-F → KIR3DL2,5.849686037116812e-05,0.02714269255503715,0.02720118941540832
5,P13,HLA-F,LILRB1,HLA-F → LILRB1,3.980124255775801e-05,0.008573610397155453,0.00861341163971321
5,P13,HLA-F,LILRB2,HLA-F → LILRB2,0.0005338275990216627,0.03262337204934435,0.03315719964836601
5,P13,HLA-G,LILRB1,HLA-G → LILRB1,0.00028234065673473936,0.013102844851233015,0.013385185507967755
5,P13,HLA-G,LILRB2,HLA-G → LILRB2,0.00038628524475047465,0.01957536285865725,0.019961648103407722
5,P13,ICAM1,ITGAL,ICAM1 → ITGAL,0.005731167481101463,5.170674982117345e-05,0.005782874230922636
5,P13,ICOSLG,ICOS,ICOSLG → ICOS,0.0003325724655760429,4.561453652147727e-06,0.0003371339192281906
5,P13,LGALS9,HAVCR2,LGALS9 → HAVCR2,0.016709552348014793,0.012281844419976722,0.028991396767991513
5,P13,LGALS9,P4HB,LGALS9 → P4HB,0.031525375924622276,0.003183957654363938,0.034709333578986215
5,P13,LTA,TNFRSF14,LTA → TNFRSF14,0.0003837256942161265,0.0001180115223740891,0.0005017372165902156
5,P13,LTA,TNFRSF1A,LTA → TNFRSF1A,6.826405047493621e-05,1.9833564874624233e-05,8.809761534956044e-05
5,P13,LTA,TNFRSF1B,LTA → TNFRSF1B,0.0010428665970833883,3.5954155058893445e-06,0.0010464620125892777
5,P13,LTB,LTBR,LTB → LTBR,6.234257188458857e-05,0.0007155719109912665,0.0007779144828758551
5,P13,PVR,CD226,PVR → CD226,0.0001655798574871843,7.552932025312643e-07,0.00016633515068971555
5,P13,PVR,CD96,PVR → CD96,0.003853759753870406,1.2922077891073438e-05,0.00386668183176148
5,P13,PVR,TIGIT,PVR → TIGIT,0.002375010681577714,4.3527218996443167e-07,0.0023754459537676785
5,P13,SELPLG,SELL,SELPLG → SELL,0.0011364464585928253,0.0062035516939318485,0.007339998152524674
5,P13,TGFB1,TGFBR3,TGFB1 → TGFBR3,4.4432783272970576e-05,5.64723691123416e-05,0.00010090515238531217
5,P13,TNF,TNFRSF1A,TNF → TNFRSF1A,0.0003387817366173242,0.0007935953542299152,0.0011323770908472394
5,P13,TNF,TNFRSF1B,TNF → TNFRSF1B,0.002158631729352784,0.00012214672012990645,0.0022807784494826904
5,P13,TNFSF10,TNFRSF10A,TNFSF10 → TNFRSF10A,5.202891386203045e-05,4.888986758026227e-05,0.00010091878144229272
5,P13,TNFSF10,TNFRSF10B,TNFSF10 → TNFRSF10B,1.831778772578371e-05,7.896153982738733e-05,9.727932755317104e-05
5,P13,TNFSF10,TNFRSF10D,TNFSF10 → TNFRSF10D,5.2414971698349686e-06,0.0001844733142095833,0.00018971481137941828
5,P13,TNFSF12,TNFRSF12A,TNFSF12 → TNFRSF12A,0.0,4.5732474674988963e-07,4.5732474674988963e-07
5,P13,TNFSF12,TNFRSF25,TNFSF12 → TNFRSF25,9.446053351680422e-05,7.935666286405815e-05,0.00017381719638086236
5,P13,TNFSF14,LTBR,TNFSF14 → LTBR,0.00021474182800387533,4.1895956547074755e-05,0.0002566377845509501
5,P13,TNFSF14,TNFRSF14,TNFSF14 → TNFRSF14,0.003332284088128643,4.040034397483016e-05,0.003372684432103473
5,P13,TNFSF4,TNFRSF4,TNFSF4 → TNFRSF4,0.00044156554264511834,0.0,0.00044156554264511834
5,P13,TNFSF9,TNFRSF9,TNFSF9 → TNFRSF9,0.00016787893264176218,0.00011613370411105647,0.00028401263675281865
5,P13,VEGFA,NRP1,VEGFA → NRP1,0.0002616964209910463,2.7464147051943095e-05,0.0002891605680429894
5,P13,VEGFA,NRP2,VEGFA → NRP2,2.6432185587604905e-07,3.6887241053012804e-05,3.715156290888885e-05
5,P13,VEGFB,NRP1,VEGFB → NRP1,0.0001240285598819373,2.158732730872058e-05,0.0001456158871906579
6,P14,BTLA,TNFRSF14,BTLA → TNFRSF14,0.0001291185193287454,8.472416982336238e-07,0.00012996576102697902
6,P14,CCL2,CCR2,CCL2 → CCR2,1.3630460147061809e-06,0.00015777444344032028,0.00015913748945502645
6,P14,CCL3,CCR1,CCL3 → CCR1,6.582753295273784e-05,0.007659215685606348,0.007725043218559086
6,P14,CCL3,CCR5,CCL3 → CCR5,0.0018376412811935354,0.0057607461603730765,0.007598387441566612
6,P14,CCL3L1,CCR1,CCL3L1 → CCR1,0.00029411775440806644,0.00020615948194446914,0.0005002772363525356
6,P14,CCL4,CCR5,CCL4 → CCR5,0.0009935587818339913,0.0055423637755663,0.006535922557400291
6,P14,CCL5,CCR1,CCL5 → CCR1,0.0,0.06249520288329692,0.06249520288329692
6,P14,CCL5,CCR4,CCL5 → CCR4,0.0,0.007226456175425997,0.007226456175425997
6,P14,CCL5,CCR5,CCL5 → CCR5,0.00027400836380209995,0.016318134385261557,0.016592142749063656
6,P14,CD274,PDCD1,CD274 → PDCD1,0.0015823101152139282,0.0,0.0015823101152139282
6,P14,CD40LG,CD40,CD40LG → CD40,6.662123488738698e-05,0.0,6.662123488738698e-05
6,P14,CD86,CD28,CD86 → CD28,0.000588838538076723,0.00016564854068667275,0.0007544870787633957
6,P14,CD86,CTLA4,CD86 → CTLA4,0.0014202476668445957,0.0,0.0014202476668445957
6,P14,CSF1,CSF1R,CSF1 → CSF1R,0.001090931693993747,2.397658840350654e-05,0.0011149082823972535
6,P14,CXCL13,CXCR5,CXCL13 → CXCR5,5.019308391406474e-05,0.00028337628103080996,0.0003335693649448747
6,P14,CXCL16,CXCR6,CXCL16 → CXCR6,0.0004139543802820636,0.0001533358068291128,0.0005672901871111764
6,P14,CXCL2,DPP4,CXCL2 → DPP4,3.540227348545981e-06,0.00017211402041687523,0.0001756542477654212
6,P14,FASLG,FAS,FASLG → FAS,0.0,0.0,0.0
6,P14,HLA-B,KIR3DL2,HLA-B → KIR3DL2,0.0,0.008349361465937611,0.008349361465937611
6,P14,HLA-C,KIR2DL3,HLA-C → KIR2DL3,0.0,0.013878270327124194,0.013878270327124194
6,P14,HLA-E,KLRC1,HLA-E → KLRC1,5.213595469869061e-06,0.006491266853530386,0.006496480449000255
6,P14,HLA-E,KLRC2,HLA-E → KLRC2,2.5232874424914778e-06,0.016941764388027684,0.016944287675470175
6,P14,HLA-E,KLRK1,HLA-E → KLRK1,1.5863991362012423e-05,0.00687105558316148,0.006886919574523492
6,P14,HLA-F,KIR3DL2,HLA-F → KIR3DL2,0.0,0.0019835178689607065,0.0019835178689607065
6,P14,HLA-F,LILRB1,HLA-F → LILRB1,6.096301957272091e-05,0.009916752735085434,0.009977715754658155
6,P14,HLA-F,LILRB2,HLA-F → LILRB2,0.00010040765003918065,0.048193768188488285,0.048294175838527464
6,P14,HLA-G,LILRB1,HLA-G → LILRB1,0.00022494466247422202,0.00495490707264588,0.005179851735120102
6,P14,HLA-G,LILRB2,HLA-G → LILRB2,0.0005086031166277331,0.03242824896091111,0.03293685207753884
6,P14,ICAM1,ITGAL,ICAM1 → ITGAL,0.0031889793184403064,0.0002228745720931075,0.003411853890533414
6,P14,ICOSLG,ICOS,ICOSLG → ICOS,0.0002739159927078343,0.0,0.0002739159927078343
6,P14,LGALS9,HAVCR2,LGALS9 → HAVCR2,0.008417549738712133,0.0038336161675789644,0.012251165906291097
6,P14,LGALS9,P4HB,LGALS9 → P4HB,0.023629535467182987,0.004258875559283642,0.02788841102646663
6,P14,LTA,TNFRSF14,LTA → TNFRSF14,2.8893981361568254e-05,4.053466983530025e-06,3.294744834509828e-05
6,P14,LTA,TNFRSF1A,LTA → TNFRSF1A,3.6799489732705125e-06,7.1737805161603305e-06,1.0853729489430843e-05
6,P14,LTA,TNFRSF1B,LTA → TNFRSF1B,0.001033541186915442,0.0,0.001033541186915442
6,P14,LTB,LTBR,LTB → LTBR,0.00014474326952977943,0.008735800258831762,0.008880543528361541
6,P14,PVR,CD226,PVR → CD226,7.183614887197434e-07,0.0,7.183614887197434e-07
6,P14,PVR,CD96,PVR → CD96,0.0032483498355800598,0.0,0.0032483498355800598
6,P14,PVR,TIGIT,PVR → TIGIT,0.0030115025632020433,0.0,0.0030115025632020433
6,P14,SELPLG,SELL,SELPLG → SELL,2.479233682008165e-06,0.0014354115217775259,0.001437890755459534
6,P14,TGFB1,TGFBR3,TGFB1 → TGFBR3,3.2646505891507554e-06,1.1749545902742036e-05,1.5014196491892792e-05
6,P14,TNF,TNFRSF1A,TNF → TNFRSF1A,0.0004629183400950501,0.0005745933888608272,0.0010375117289558773
6,P14,TNF,TNFRSF1B,TNF → TNFRSF1B,0.002567127586289391,8.424119701343578e-05,0.0026513687833028265
6,P14,TNFSF10,TNFRSF10A,TNFSF10 → TNFRSF10A,0.0,0.00014438790874774432,0.00014438790874774432
6,P14,TNFSF10,TNFRSF10B,TNFSF10 → TNFRSF10B,0.0,2.6239663254816714e-05,2.6239663254816714e-05
6,P14,TNFSF10,TNFRSF10D,TNFSF10 → TNFRSF10D,0.0,0.0,0.0
6,P14,TNFSF12,TNFRSF12A,TNFSF12 → TNFRSF12A,0.0,0.0,0.0
6,P14,TNFSF12,TNFRSF25,TNFSF12 → TNFRSF25,5.55311253265622e-05,3.498473270712114e-05,9.051585803368334e-05
6,P14,TNFSF14,LTBR,TNFSF14 → LTBR,9.661013525620307e-06,0.0,9.661013525620307e-06
6,P14,TNFSF14,TNFRSF14,TNFSF14 → TNFRSF14,0.0032789596962803876,0.0,0.0032789596962803876
6,P14,TNFSF4,TNFRSF4,TNFSF4 → TNFRSF4,5.5219965305222076e-05,3.0515074774697325e-06,5.8271472782691806e-05
6,P14,TNFSF9,TNFRSF9,TNFSF9 → TNFRSF9,9.093623824805922e-05,9.608461300420939e-05,0.0001870208512522686
6,P14,VEGFA,NRP1,VEGFA → NRP1,0.00019238920038821015,0.0,0.00019238920038821015
6,P14,VEGFA,NRP2,VEGFA → NRP2,0.0,0.0,0.0
6,P14,VEGFB,NRP1,VEGFB → NRP1,9.910159522400915e-05,1.8941304824264709e-07,9.929100827225179e-05
7,P15,BTLA,TNFRSF14,BTLA → TNFRSF14,0.0002893021052575693,1.8544019524198255e-05,0.0003078461247817675
7,P15,CCL2,CCR2,CCL2 → CCR2,0.0,0.0,0.0
7,P15,CCL3,CCR1,CCL3 → CCR1,1.5011463891880668e-05,0.010513254390951653,0.010528265854843533
7,P15,CCL3,CCR5,CCL3 → CCR5,0.0013461635278968788,0.0030794164387013627,0.004425579966598241
7,P15,CCL3L1,CCR1,CCL3L1 → CCR1,0.0003083457722026673,0.0004732444579443195,0.0007815902301469867
7,P15,CCL4,CCR5,CCL4 → CCR5,0.0017354838880799261,0.005176315829246363,0.006911799717326289
7,P15,CCL5,CCR1,CCL5 → CCR1,0.0,0.0833979508467175,0.0833979508467175
7,P15,CCL5,CCR4,CCL5 → CCR4,0.0,0.006677458379954666,0.006677458379954666
7,P15,CCL5,CCR5,CCL5 → CCR5,0.0005780057496138408,0.014083535323175245,0.014661541072789086
7,P15,CD274,PDCD1,CD274 → PDCD1,0.002466017513299567,0.0,0.002466017513299567
7,P15,CD40LG,CD40,CD40LG → CD40,5.500732536330635e-05,0.0,5.500732536330635e-05
7,P15,CD86,CD28,CD86 → CD28,0.000300247648249342,1.3973515977223764e-06,0.0003016449998470644
7,P15,CD86,CTLA4,CD86 → CTLA4,0.0012773234983887293,0.0002394138981122971,0.0015167373965010264
7,P15,CSF1,CSF1R,CSF1 → CSF1R,0.0011742484559476463,6.216451994543212e-05,0.0012364129758930785
7,P15,CXCL13,CXCR5,CXCL13 → CXCR5,2.5425553976672425e-05,0.0001865007042290938,0.00021192625820576623
7,P15,CXCL16,CXCR6,CXCL16 → CXCR6,0.0012202494358520544,7.32004728691487e-05,0.001293449908721203
7,P15,CXCL2,DPP4,CXCL2 → DPP4,1.6128735969860996e-06,0.00028087693247258363,0.00028248980606956973
7,P15,FASLG,FAS,FASLG → FAS,0.0,1.522532117785318e-05,1.522532117785318e-05
7,P15,HLA-B,KIR3DL2,HLA-B → KIR3DL2,1.9860854587876208e-07,0.009692417783635686,0.009692616392181564
7,P15,HLA-C,KIR2DL3,HLA-C → KIR2DL3,0.0,0.013736611649071296,0.013736611649071296
7,P15,HLA-E,KLRC1,HLA-E → KLRC1,1.4563781238382089e-05,0.0065865573424128175,0.006601121123651199
7,P15,HLA-E,KLRC2,HLA-E → KLRC2,0.0,0.022598998883438737,0.022598998883438737
7,P15,HLA-E,KLRK1,HLA-E → KLRK1,0.0,0.010753385895996418,0.010753385895996418
7,P15,HLA-F,KIR3DL2,HLA-F → KIR3DL2,0.0,0.002481597150169899,0.002481597150169899
7,P15,HLA-F,LILRB1,HLA-F → LILRB1,5.724407234917704e-06,0.005156728384023926,0.005162452791258844
7,P15,HLA-F,LILRB2,HLA-F → LILRB2,2.244153802235868e-05,0.047839982991719904,0.047862424529742265
7,P15,HLA-G,LILRB1,HLA-G → LILRB1,1.9680002509419543e-05,0.0036208258537559625,0.003640505856265382
7,P15,HLA-G,LILRB2,HLA-G → LILRB2,2.765092181559689e-05,0.03506973907952022,0.03509739000133582
7,P15,ICAM1,ITGAL,ICAM1 → ITGAL,0.004140146973571807,2.393392155272614e-05,0.004164080895124533
7,P15,ICOSLG,ICOS,ICOSLG → ICOS,0.00021407646628850417,0.0,0.00021407646628850417
7,P15,LGALS9,HAVCR2,LGALS9 → HAVCR2,0.004871838586428888,0.0043125348761562845,0.009184373462585172
7,P15,LGALS9,P4HB,LGALS9 → P4HB,0.01077390216548605,0.0026900421089340234,0.013463944274420074
7,P15,LTA,TNFRSF14,LTA → TNFRSF14,4.883398251137188e-05,2.8259606330792657e-06,5.165994314445114e-05
7,P15,LTA,TNFRSF1A,LTA → TNFRSF1A,0.00010817763685872651,4.491846354211164e-06,0.00011266948321293768
7,P15,LTA,TNFRSF1B,LTA → TNFRSF1B,0.0015553032902502941,2.666591486370998e-06,0.0015579698817366652
7,P15,LTB,LTBR,LTB → LTBR,0.00010586955811846606,0.001000008916918059,0.0011058784750365251
7,P15,PVR,CD226,PVR → CD226,8.87974458575366e-06,0.0,8.87974458575366e-06
7,P15,PVR,CD96,PVR → CD96,0.003661071242949718,0.0,0.003661071242949718
7,P15,PVR,TIGIT,PVR → TIGIT,0.0029859583369368924,0.0,0.0029859583369368924
7,P15,SELPLG,SELL,SELPLG → SELL,2.637123460508945e-05,0.0008520037951563275,0.000878375029761417
7,P15,TGFB1,TGFBR3,TGFB1 → TGFBR3,3.7077237817203245e-05,1.4314893457430372e-05,5.139213127463362e-05
7,P15,TNF,TNFRSF1A,TNF → TNFRSF1A,0.00040664283189555415,0.0003026315951928403,0.0007092744270883945
7,P15,TNF,TNFRSF1B,TNF → TNFRSF1B,0.0019370532925275193,1.3651347666581806e-21,0.0019370532925275193
7,P15,TNFSF10,TNFRSF10A,TNFSF10 → TNFRSF10A,0.0,1.1882337606087371e-06,1.1882337606087371e-06
7,P15,TNFSF10,TNFRSF10B,TNFSF10 → TNFRSF10B,0.0,0.00030134848303599917,0.00030134848303599917
7,P15,TNFSF10,TNFRSF10D,TNFSF10 → TNFRSF10D,0.0,0.0,0.0
7,P15,TNFSF12,TNFRSF12A,TNFSF12 → TNFRSF12A,0.0,0.0,0.0
7,P15,TNFSF12,TNFRSF25,TNFSF12 → TNFRSF25,1.4964516990233619e-05,4.657242850336766e-06,1.9621759840570384e-05
7,P15,TNFSF14,LTBR,TNFSF14 → LTBR,0.0002136779545866002,7.997123267998053e-06,0.00022167507785459826
7,P15,TNFSF14,TNFRSF14,TNFSF14 → TNFRSF14,0.0018850074069072117,0.0,0.0018850074069072117
7,P15,TNFSF4,TNFRSF4,TNFSF4 → TNFRSF4,7.565832672103166e-05,0.0,7.565832672103166e-05
7,P15,TNFSF9,TNFRSF9,TNFSF9 → TNFRSF9,9.460453239837315e-05,2.761390894058323e-05,0.00012221844133895638
7,P15,VEGFA,NRP1,VEGFA → NRP1,0.00011571078518114654,0.0,0.00011571078518114654
7,P15,VEGFA,NRP2,VEGFA → NRP2,0.0,0.0,0.0
7,P15,VEGFB,NRP1,VEGFB → NRP1,0.00029223363395441824,0.0,0.00029223363395441824
8,P16,BTLA,TNFRSF14,BTLA → TNFRSF14,0.000627684078408767,1.092725915459882e-06,0.0006287768043242268
8,P16,CCL2,CCR2,CCL2 → CCR2,0.0,2.3621100801556907e-05,2.3621100801556907e-05
8,P16,CCL3,CCR1,CCL3 → CCR1,7.660354413293907e-06,0.00548853528831088,0.005496195642724174
8,P16,CCL3,CCR5,CCL3 → CCR5,0.0015706498391525785,0.00555882334682211,0.007129473185974689
8,P16,CCL3L1,CCR1,CCL3L1 → CCR1,0.00031087527043921823,0.0003605924513438436,0.0006714677217830618
8,P16,CCL4,CCR5,CCL4 → CCR5,0.002628157632740317,0.010184746144236848,0.012812903776977165
8,P16,CCL5,CCR1,CCL5 → CCR1,0.0,0.051044969260108694,0.051044969260108694
8,P16,CCL5,CCR4,CCL5 → CCR4,1.3846132681328629e-05,0.003931554181219025,0.003945400313900354
8,P16,CCL5,CCR5,CCL5 → CCR5,0.0004049641556278899,0.016991701789220374,0.017396665944848264
8,P16,CD274,PDCD1,CD274 → PDCD1,0.0013967731303763137,0.0,0.0013967731303763137
8,P16,CD40LG,CD40,CD40LG → CD40,1.890615310565549e-05,0.0,1.890615310565549e-05
8,P16,CD86,CD28,CD86 → CD28,5.8761513130123795e-05,1.3808913820386006e-06,6.0142404512162395e-05
8,P16,CD86,CTLA4,CD86 → CTLA4,0.0017815851602233897,0.0002983216210833037,0.0020799067813066932
8,P16,CSF1,CSF1R,CSF1 → CSF1R,0.00039401527959345906,3.586978353760758e-05,0.00042988506313106664
8,P16,CXCL13,CXCR5,CXCL13 → CXCR5,5.1447219349232744e-05,2.2787685896803324e-05,7.423490524603607e-05
8,P16,CXCL16,CXCR6,CXCL16 → CXCR6,0.0003617017055187333,5.28360888644394e-05,0.0004145377943831727
8,P16,CXCL2,DPP4,CXCL2 → DPP4,4.6985592147230713e-07,0.00012461465653955105,0.00012508451246102335
8,P16,FASLG,FAS,FASLG → FAS,0.0,0.0,0.0
8,P16,HLA-B,KIR3DL2,HLA-B → KIR3DL2,1.9954012284732538e-07,0.01049152962425234,0.010491729164375187
8,P16,HLA-C,KIR2DL3,HLA-C → KIR2DL3,6.16798594147638e-07,0.006324546687163772,0.00632516348575792
8,P16,HLA-E,KLRC1,HLA-E → KLRC1,3.5878366941349134e-06,0.009045529124385296,0.00904911696107943
8,P16,HLA-E,KLRC2,HLA-E → KLRC2,2.037811247339115e-06,0.019319017092347048,0.019321054903594388
8,P16,HLA-E,KLRK1,HLA-E → KLRK1,1.493965259188254e-06,0.006575913365738032,0.0065774073309972205
8,P16,HLA-F,KIR3DL2,HLA-F → KIR3DL2,9.028295885359795e-07,0.00293530984697324,0.002936212676561776
8,P16,HLA-F,LILRB1,HLA-F → LILRB1,5.462610179538408e-05,0.003179925079837075,0.003234551181632459
8,P16,HLA-F,LILRB2,HLA-F → LILRB2,0.00019989590356569095,0.018977049298188903,0.019176945201754593
8,P16,HLA-G,LILRB1,HLA-G → LILRB1,7.346158955459279e-05,0.0023013632359469515,0.002374824825501544
8,P16,HLA-G,LILRB2,HLA-G → LILRB2,0.0003113634773412664,0.019470986014577175,0.01978234949191844
8,P16,ICAM1,ITGAL,ICAM1 → ITGAL,0.003659256602894813,0.0001613929783663684,0.0038206495812611813
8,P16,ICOSLG,ICOS,ICOSLG → ICOS,0.00023836545920417798,0.0,0.00023836545920417798
8,P16,LGALS9,HAVCR2,LGALS9 → HAVCR2,0.00971083168210843,0.007627537518279455,0.017338369200387886
8,P16,LGALS9,P4HB,LGALS9 → P4HB,0.02147832155501313,0.0039432016418585155,0.025421523196871645
8,P16,LTA,TNFRSF14,LTA → TNFRSF14,1.4666231784844795e-05,1.243200443866792e-06,1.5909432228711586e-05
8,P16,LTA,TNFRSF1A,LTA → TNFRSF1A,5.534873582974784e-07,0.0,5.534873582974784e-07
8,P16,LTA,TNFRSF1B,LTA → TNFRSF1B,0.000747299250565573,7.237456007064213e-06,0.0007545367065726373
8,P16,LTB,LTBR,LTB → LTBR,7.753169278738952e-05,0.0008193360811898103,0.0008968677739771999
8,P16,PVR,CD226,PVR → CD226,6.346448318511145e-06,0.0,6.346448318511145e-06
8,P16,PVR,CD96,PVR → CD96,0.002625800101569419,0.0,0.002625800101569419
8,P16,PVR,TIGIT,PVR → TIGIT,0.0015201039441425424,0.0,0.0015201039441425424
8,P16,SELPLG,SELL,SELPLG → SELL,7.100638293538373e-06,0.010152699500806417,0.010159800139099956
8,P16,TGFB1,TGFBR3,TGFB1 → TGFBR3,0.00014592953780138211,4.1935824000888224e-05,0.00018786536180227033
8,P16,TNF,TNFRSF1A,TNF → TNFRSF1A,0.0002548691531532581,1.0716353674109912e-05,0.00026558550682736804
8,P16,TNF,TNFRSF1B,TNF → TNFRSF1B,0.001960791793315144,0.0,0.001960791793315144
8,P16,TNFSF10,TNFRSF10A,TNFSF10 → TNFRSF10A,0.0,1.6778109195450795e-05,1.6778109195450795e-05
8,P16,TNFSF10,TNFRSF10B,TNFSF10 → TNFRSF10B,0.0,8.93863091862203e-05,8.93863091862203e-05
8,P16,TNFSF10,TNFRSF10D,TNFSF10 → TNFRSF10D,0.0,0.0,0.0
8,P16,TNFSF12,TNFRSF12A,TNFSF12 → TNFRSF12A,0.0,0.0,0.0
8,P16,TNFSF12,TNFRSF25,TNFSF12 → TNFRSF25,1.1341819059336949e-05,3.164671734002761e-06,1.450649079333971e-05
8,P16,TNFSF14,LTBR,TNFSF14 → LTBR,0.0004941402651382972,0.0,0.0004941402651382972
8,P16,TNFSF14,TNFRSF14,TNFSF14 → TNFRSF14,0.0004912277852116241,2.8228095759327955e-06,0.0004940505947875569
8,P16,TNFSF4,TNFRSF4,TNFSF4 → TNFRSF4,0.00019667042131358764,0.0,0.00019667042131358764
8,P16,TNFSF9,TNFRSF9,TNFSF9 → TNFRSF9,0.00015344845209424487,3.361873973061261e-05,0.00018706719182485747
8,P16,VEGFA,NRP1,VEGFA → NRP1,7.204157462391073e-05,0.0,7.204157462391073e-05
8,P16,VEGFA,NRP2,VEGFA → NRP2,0.0,0.0,0.0
8,P16,VEGFB,NRP1,VEGFB → NRP1,0.00018739360201198413,0.0,0.00018739360201198413
9,P17,BTLA,TNFRSF14,BTLA → TNFRSF14,0.0006668466057420877,7.112583062866465e-07,0.0006675578640483743
9,P17,CCL2,CCR2,CCL2 → CCR2,4.4932863370828344e-05,1.0676252649477425e-06,4.600048863577609e-05
9,P17,CCL3,CCR1,CCL3 → CCR1,0.00010226554961410829,0.007291702510281109,0.007393968059895217
9,P17,CCL3,CCR5,CCL3 → CCR5,0.002601243301845158,0.00319233284939254,0.005793576151237698
9,P17,CCL3L1,CCR1,CCL3L1 → CCR1,0.00038610829289296116,0.0004325677724663658,0.000818676065359327
9,P17,CCL4,CCR5,CCL4 → CCR5,0.0025639160143959296,0.005557222197802316,0.008121138212198245
9,P17,CCL5,CCR1,CCL5 → CCR1,1.1733099995640971e-05,0.04811391394808935,0.048125647048084995
9,P17,CCL5,CCR4,CCL5 → CCR4,7.87129817165522e-06,0.010732089429978539,0.010739960728150194
9,P17,CCL5,CCR5,CCL5 → CCR5,0.0004468568255408925,0.019634950108417027,0.02008180693395792
9,P17,CD274,PDCD1,CD274 → PDCD1,0.001699834755529816,7.385925133937966e-08,0.0016999086147811552
9,P17,CD40LG,CD40,CD40LG → CD40,3.462229625664233e-05,1.2181172247529097e-05,4.6803468504171424e-05
9,P17,CD86,CD28,CD86 → CD28,0.0005522807894475967,0.00014829265711840142,0.0007005734465659982
9,P17,CD86,CTLA4,CD86 → CTLA4,0.0023349356420848417,0.0005734414574343542,0.002908377099519196
9,P17,CSF1,CSF1R,CSF1 → CSF1R,0.0005006543828449403,8.554050366424076e-05,0.0005861948865091811
9,P17,CXCL13,CXCR5,CXCL13 → CXCR5,8.775356184527195e-05,0.0004141735980587996,0.0005019271599040715
9,P17,CXCL16,CXCR6,CXCL16 → CXCR6,0.0009706875381035376,0.00031486967736373917,0.0012855572154672767
9,P17,CXCL2,DPP4,CXCL2 → DPP4,3.401342949049388e-05,0.00015663021934215945,0.00019064364883265332
9,P17,FASLG,FAS,FASLG → FAS,6.094376539424093e-05,1.1262437732475941e-05,7.220620312671687e-05
9,P17,HLA-B,KIR3DL2,HLA-B → KIR3DL2,1.217293344085339e-05,0.014498136336586092,0.014510309270026946
9,P17,HLA-C,KIR2DL3,HLA-C → KIR2DL3,1.08338422284067e-06,0.016115633776905006,0.016116717161127846
9,P17,HLA-E,KLRC1,HLA-E → KLRC1,1.8859496486490666e-05,0.021645732517080712,0.021664592013567203
9,P17,HLA-E,KLRC2,HLA-E → KLRC2,2.1115529140997125e-05,0.023828149810590754,0.02384926533973175
9,P17,HLA-E,KLRK1,HLA-E → KLRK1,0.00028920486535837387,0.03961463539965418,0.039903840265012556
9,P17,HLA-F,KIR3DL2,HLA-F → KIR3DL2,5.357581363877485e-06,0.004665045833928575,0.004670403415292452
9,P17,HLA-F,LILRB1,HLA-F → LILRB1,5.778468629742258e-05,0.003576021748333774,0.0036338064346311963
9,P17,HLA-F,LILRB2,HLA-F → LILRB2,6.184648327054006e-05,0.03747336113186746,0.037535207615138
9,P17,HLA-G,LILRB1,HLA-G → LILRB1,5.521110177403326e-05,0.0026959854786752476,0.0027511965804492807
9,P17,HLA-G,LILRB2,HLA-G → LILRB2,0.0003569824634065888,0.023921745871634273,0.024278728335040863
9,P17,ICAM1,ITGAL,ICAM1 → ITGAL,0.006750051460168188,5.154780977103778e-05,0.006801599269939226
9,P17,ICOSLG,ICOS,ICOSLG → ICOS,8.429363239995177e-05,5.411039566162361e-06,8.970467196611413e-05
9,P17,LGALS9,HAVCR2,LGALS9 → HAVCR2,0.004497494917180076,0.005347505059709582,0.009844999976889658
9,P17,LGALS9,P4HB,LGALS9 → P4HB,0.010622970576556945,0.0015581207689741913,0.012181091345531136
9,P17,LTA,TNFRSF14,LTA → TNFRSF14,0.00011753138155609313,7.328453516976767e-06,0.0001248598350730699
9,P17,LTA,TNFRSF1A,LTA → TNFRSF1A,1.6468055371176406e-05,8.415373631242939e-06,2.4883429002419345e-05
9,P17,LTA,TNFRSF1B,LTA → TNFRSF1B,0.0005284884107286932,2.3439581768747624e-05,0.0005519279924974408
9,P17,LTB,LTBR,LTB → LTBR,0.00021940830243192405,0.0014805850455035998,0.0016999933479355238
9,P17,PVR,CD226,PVR → CD226,2.079286399853283e-06,0.0,2.079286399853283e-06
9,P17,PVR,CD96,PVR → CD96,0.0010991832293859754,3.143374044573029e-06,0.0011023266034305484
9,P17,PVR,TIGIT,PVR → TIGIT,0.0017072061419107353,1.098941914618092e-06,0.0017083050838253534
9,P17,SELPLG,SELL,SELPLG → SELL,0.0003719212285119472,0.0027675627503415843,0.0031394839788535314
9,P17,TGFB1,TGFBR3,TGFB1 → TGFBR3,4.2163074577120374e-05,8.275264742616655e-06,5.043833931973703e-05
9,P17,TNF,TNFRSF1A,TNF → TNFRSF1A,0.0005567595456254428,0.00021814009472072876,0.0007748996403461716
