fold,held_patient,ligand,receptor,ligand_receptor_pair,Receiver,Sender,pair_importance
14,P21,CCL3,CCR5,CCL3 → CCR5,0.0025338136845001716,0.0034444066356798687,0.00597822032018004
14,P21,CCL3L1,CCR1,CCL3L1 → CCR1,0.0004917349078313689,0.00042923587034296646,0.0009209707781743353
14,P21,CCL4,CCR5,CCL4 → CCR5,0.0016538863103060175,0.00692382284292057,0.008577709153226587
14,P21,CCL5,CCR1,CCL5 → CCR1,8.093641997608936e-06,0.050573668123631406,0.050581761765629014
14,P21,CCL5,CCR4,CCL5 → CCR4,1.570132453685064e-05,0.009295130425973446,0.009310831750510297
14,P21,CCL5,CCR5,CCL5 → CCR5,0.0007471379840073852,0.018102730430856178,0.018849868414863562
14,P21,CD274,PDCD1,CD274 → PDCD1,0.0018318329771333556,6.130364058567255e-07,0.0018324460135392122
14,P21,CD40LG,CD40,CD40LG → CD40,1.4625003877356733e-05,4.148583360496236e-06,1.8773587237852968e-05
14,P21,CD86,CD28,CD86 → CD28,0.0005654386826196168,8.889536220374196e-05,0.0006543340448233587
14,P21,CD86,CTLA4,CD86 → CTLA4,0.001971555785033739,0.0002889526226496999,0.0022605084076834387
14,P21,CSF1,CSF1R,CSF1 → CSF1R,0.0006905016492728969,8.748523842319702e-06,0.0006992501731152166
14,P21,CXCL13,CXCR5,CXCL13 → CXCR5,6.0916902775368754e-05,0.0001459191569877456,0.00020683605976311436
14,P21,CXCL16,CXCR6,CXCL16 → CXCR6,0.0005248145637687495,0.00020531716787598145,0.000730131731644731
14,P21,CXCL2,DPP4,CXCL2 → DPP4,2.4380635506428016e-06,0.00010665345153012264,0.00010909151508076544
14,P21,FASLG,FAS,FASLG → FAS,0.00012997607649995618,5.8362632714752894e-06,0.00013581233977143147
14,P21,HLA-B,KIR3DL2,HLA-B → KIR3DL2,4.635238048653906e-06,0.018328315527237016,0.01833295076528567
14,P21,HLA-C,KIR2DL3,HLA-C → KIR2DL3,1.178771892192424e-05,0.031011555918939077,0.031023343637861002
14,P21,HLA-E,KLRC1,HLA-E → KLRC1,3.6691133458479005e-06,0.02002350249162418,0.02002717160497003
14,P21,HLA-E,KLRC2,HLA-E → KLRC2,1.1604795873920796e-05,0.023508338827624667,0.023519943623498588
14,P21,HLA-E,KLRK1,HLA-E → KLRK1,0.0001815421261932426,0.009747800840049059,0.009929342966242302
14,P21,HLA-F,KIR3DL2,HLA-F → KIR3DL2,9.617655085266183e-07,0.004397668964930292,0.0043986307304388185
14,P21,HLA-F,LILRB1,HLA-F → LILRB1,6.513517661744935e-05,0.003089788730373013,0.0031549239069904624
14,P21,HLA-F,LILRB2,HLA-F → LILRB2,0.000403688830709373,0.039348024978999876,0.03975171380970925
14,P21,HLA-G,LILRB1,HLA-G → LILRB1,1.514301510197899e-05,0.0026088761629632137,0.002624019178065193
14,P21,HLA-G,LILRB2,HLA-G → LILRB2,0.0006035111481367508,0.02478986659442201,0.02539337774255876
14,P21,ICAM1,ITGAL,ICAM1 → ITGAL,0.0036163167863811885,7.813551522831015e-05,0.0036944523016094986
14,P21,ICOSLG,ICOS,ICOSLG → ICOS,0.00020869029377782104,6.567946697121813e-05,0.0002743697607490392
14,P21,LGALS9,HAVCR2,LGALS9 → HAVCR2,0.004581611659993478,0.005446833840459857,0.010028445500453335
14,P21,LGALS9,P4HB,LGALS9 → P4HB,0.011294003459762609,0.004287455825292961,0.015581459285055568
14,P21,LTA,TNFRSF14,LTA → TNFRSF14,0.00020236681611659395,3.5125795379199958e-06,0.00020587939565451394
14,P21,LTA,TNFRSF1A,LTA → TNFRSF1A,2.483325572182282e-05,1.254999508766877e-06,2.60882552305897e-05
14,P21,LTA,TNFRSF1B,LTA → TNFRSF1B,0.00047827362803736905,5.69654508293395e-05,0.0005352390788667086
14,P21,LTB,LTBR,LTB → LTBR,9.778612700633109e-05,0.001226028584635606,0.0013238147116419372
14,P21,PVR,CD226,PVR → CD226,6.76279110187259e-06,0.0,6.76279110187259e-06
14,P21,PVR,CD96,PVR → CD96,0.0020505354852733922,2.7328409515176632e-06,0.00205326832622491
14,P21,PVR,TIGIT,PVR → TIGIT,0.001999555109480978,7.525896968225838e-07,0.002000307699177801
14,P21,SELPLG,SELL,SELPLG → SELL,0.00013096686217574946,0.002299631077346258,0.0024305979395220076
14,P21,TGFB1,TGFBR3,TGFB1 → TGFBR3,4.1379566063609016e-05,3.0555904669331236e-05,7.193547073294025e-05
14,P21,TNF,TNFRSF1A,TNF → TNFRSF1A,0.0006025309812239594,0.0006648527843811172,0.0012673837656050767
14,P21,TNF,TNFRSF1B,TNF → TNFRSF1B,0.003813768648608269,7.789120484318857e-05,0.0038916598534514575
14,P21,TNFSF10,TNFRSF10A,TNFSF10 → TNFRSF10A,1.5589499982820693e-06,1.3123723994855417e-05,1.4682673993137486e-05
14,P21,TNFSF10,TNFRSF10B,TNFSF10 → TNFRSF10B,4.961816405922385e-07,2.8314961869620957e-05,2.8811143510213196e-05
14,P21,TNFSF10,TNFRSF10D,TNFSF10 → TNFRSF10D,0.0,3.615523971313341e-05,3.615523971313341e-05
14,P21,TNFSF12,TNFRSF12A,TNFSF12 → TNFRSF12A,3.4562210873309214e-06,7.63473089874076e-06,1.1090951986071681e-05
14,P21,TNFSF12,TNFRSF25,TNFSF12 → TNFRSF25,0.00013508875812604627,1.1432606131777206e-05,0.00014652136425782346
14,P21,TNFSF14,LTBR,TNFSF14 → LTBR,0.0004108755095430425,3.7720016458664228e-06,0.00041464751118890894
14,P21,TNFSF14,TNFRSF14,TNFSF14 → TNFRSF14,0.001759122318624318,3.2096615052065134e-06,0.0017623319801295244
14,P21,TNFSF4,TNFRSF4,TNFSF4 → TNFRSF4,0.00028221321799072466,5.241125594157615e-05,0.0003346244739323008
14,P21,TNFSF9,TNFRSF9,TNFSF9 → TNFRSF9,3.376375823240038e-05,0.00013370519869003455,0.00016746895692243494
14,P21,VEGFA,NRP1,VEGFA → NRP1,0.0004167493113218261,6.75673668353721e-05,0.0004843166781571982
14,P21,VEGFA,NRP2,VEGFA → NRP2,0.0,0.0002104113096595923,0.0002104113096595923
14,P21,VEGFB,NRP1,VEGFB → NRP1,0.00011431590777401135,1.0284711893561231e-06,0.00011534437896336747
15,P22,BTLA,TNFRSF14,BTLA → TNFRSF14,0.0008757963663682543,2.4002838339336233e-05,0.0008997992047075906
15,P22,CCL2,CCR2,CCL2 → CCR2,4.053403121874019e-05,1.4881554682702625e-05,5.541558590144281e-05
15,P22,CCL3,CCR1,CCL3 → CCR1,0.0002535675190873017,0.009475320314983554,0.009728887834070856
15,P22,CCL3,CCR5,CCL3 → CCR5,0.0023857972128256163,0.005475963221532634,0.00786176043435825
15,P22,CCL3L1,CCR1,CCL3L1 → CCR1,0.0006393751173907781,0.0002870648475885826,0.0009264399649793607
15,P22,CCL4,CCR5,CCL4 → CCR5,0.005312977405758483,0.005606336953603909,0.010919314359362393
15,P22,CCL5,CCR1,CCL5 → CCR1,1.2848873620387637e-05,0.1073221641211394,0.1073350129947598
15,P22,CCL5,CCR4,CCL5 → CCR4,3.2950928783970406e-06,0.010559422865164134,0.01056271795804253
15,P22,CCL5,CCR5,CCL5 → CCR5,0.0009819057860345837,0.042455798349902645,0.04343770413593723
15,P22,CD274,PDCD1,CD274 → PDCD1,0.0025471613657434278,2.3621819653518436e-06,0.0025495235477087795
15,P22,CD40LG,CD40,CD40LG → CD40,7.774023439240644e-05,1.3385671339782166e-05,9.112590573218861e-05
15,P22,CD86,CD28,CD86 → CD28,0.00020012509992579626,3.4735641286481266e-05,0.00023486074121227752
15,P22,CD86,CTLA4,CD86 → CTLA4,0.0016368711984897349,0.0001501510191681074,0.0017870222176578424
15,P22,CSF1,CSF1R,CSF1 → CSF1R,0.0008353645308746038,0.00017915101149085087,0.0010145155423654548
15,P22,CXCL13,CXCR5,CXCL13 → CXCR5,3.420104034255412e-05,0.00010799355658141723,0.00014219459692397135
15,P22,CXCL16,CXCR6,CXCL16 → CXCR6,0.000982254910769374,0.00013545861155249376,0.0011177135223218678
15,P22,CXCL2,DPP4,CXCL2 → DPP4,0.0,0.00014556098208660327,0.00014556098208660327
15,P22,FASLG,FAS,FASLG → FAS,0.00044499038393975546,4.4313387015915466e-06,0.000449421722641347
15,P22,HLA-B,KIR3DL2,HLA-B → KIR3DL2,1.7134860577280376e-06,0.011487940707321164,0.011489654193378891
15,P22,HLA-C,KIR2DL3,HLA-C → KIR2DL3,1.5405216516288315e-06,0.03407090983873435,0.034072450360385975
15,P22,HLA-E,KLRC1,HLA-E → KLRC1,1.843957729584242e-05,0.01819930329094281,0.018217742868238653
15,P22,HLA-E,KLRC2,HLA-E → KLRC2,2.3063340515583872e-05,0.03323231574355695,0.033255379084072535
15,P22,HLA-E,KLRK1,HLA-E → KLRK1,0.0003465947733422918,0.020868977240524295,0.021215572013866587
15,P22,HLA-F,KIR3DL2,HLA-F → KIR3DL2,1.4703642141380572e-06,0.00465892710583795,0.004660397470052088
15,P22,HLA-F,LILRB1,HLA-F → LILRB1,9.879105417450468e-06,0.004667145626370766,0.004677024731788217
15,P22,HLA-F,LILRB2,HLA-F → LILRB2,0.0001728346523142081,0.025749797685479487,0.025922632337793697
15,P22,HLA-G,LILRB1,HLA-G → LILRB1,5.8513659527534853e-05,0.0017057215938989922,0.001764235253426527
15,P22,HLA-G,LILRB2,HLA-G → LILRB2,0.00040755444264564856,0.022161364662747898,0.022568919105393548
15,P22,ICAM1,ITGAL,ICAM1 → ITGAL,0.004431123517237994,0.0003178086096135017,0.004748932126851495
15,P22,ICOSLG,ICOS,ICOSLG → ICOS,0.00024166182720966595,3.65052361487179e-06,0.00024531235082453774
15,P22,LGALS9,HAVCR2,LGALS9 → HAVCR2,0.0036930756140290755,0.00423711812774202,0.007930193741771095
15,P22,LGALS9,P4HB,LGALS9 → P4HB,0.007484248861410972,0.003014481725200158,0.010498730586611129
15,P22,LTA,TNFRSF14,LTA → TNFRSF14,0.00045973251877928973,1.2118518066251504e-05,0.00047185103684554123
15,P22,LTA,TNFRSF1A,LTA → TNFRSF1A,2.8510058305221558e-05,1.1024811122144668e-05,3.9534869427366227e-05
15,P22,LTA,TNFRSF1B,LTA → TNFRSF1B,0.0023591664791418696,1.0309388353299752e-05,0.0023694758674951692
15,P22,LTB,LTBR,LTB → LTBR,8.779791814901783e-05,0.0015292316894617288,0.0016170296076107467
15,P22,PVR,CD226,PVR → CD226,4.010128414683923e-06,0.0,4.010128414683923e-06
15,P22,PVR,CD96,PVR → CD96,0.003378070475969992,9.829075076768629e-08,0.0033781687667207598
15,P22,PVR,TIGIT,PVR → TIGIT,0.003279762590010768,1.2583722703475023e-06,0.0032810209622811154
15,P22,SELPLG,SELL,SELPLG → SELL,0.0006914105612157916,0.0010142687773834317,0.0017056793385992232
15,P22,TGFB1,TGFBR3,TGFB1 → TGFBR3,0.000165583934548586,0.00016211344744276185,0.00032769738199134784
15,P22,TNF,TNFRSF1A,TNF → TNFRSF1A,0.0008191948425009334,0.001573360760247741,0.0023925556027486745
15,P22,TNF,TNFRSF1B,TNF → TNFRSF1B,0.003953403133080877,9.19614322310392e-05,0.004045364565311916
15,P22,TNFSF10,TNFRSF10A,TNFSF10 → TNFRSF10A,5.4543517057739516e-05,0.00012143388981438246,0.00017597740687212197
15,P22,TNFSF10,TNFRSF10B,TNFSF10 → TNFRSF10B,2.327895081830045e-05,2.4268925567276768e-05,4.754787638557722e-05
15,P22,TNFSF10,TNFRSF10D,TNFSF10 → TNFRSF10D,0.0,9.527197438442214e-05,9.527197438442214e-05
15,P22,TNFSF12,TNFRSF12A,TNFSF12 → TNFRSF12A,3.1369633557518797e-06,5.559434113647073e-06,8.696397469398953e-06
15,P22,TNFSF12,TNFRSF25,TNFSF12 → TNFRSF25,0.0004273854522646552,2.77886421714858e-05,0.000455174094436141
15,P22,TNFSF14,LTBR,TNFSF14 → LTBR,0.0005636212995583371,1.548474839781085e-05,0.0005791060479561479
15,P22,TNFSF14,TNFRSF14,TNFSF14 → TNFRSF14,0.005594403589551903,6.643449085270483e-05,0.005660838080404608
15,P22,TNFSF4,TNFRSF4,TNFSF4 → TNFRSF4,0.0003319564101615028,7.350710199924158e-06,0.00033930712036142694
15,P22,TNFSF9,TNFRSF9,TNFSF9 → TNFRSF9,4.3925144225540714e-05,6.47713933238444e-05,0.00010869653754938511
15,P22,VEGFA,NRP1,VEGFA → NRP1,0.0003401555399777036,2.5167991094204618e-05,0.0003653235310719082
15,P22,VEGFA,NRP2,VEGFA → NRP2,3.736497493531934e-06,1.4039963919620018e-05,1.7776461413151953e-05
15,P22,VEGFB,NRP1,VEGFB → NRP1,5.315207629255386e-05,3.3145858011318913e-07,5.348353487266705e-05
16,P23,BTLA,TNFRSF14,BTLA → TNFRSF14,0.004667858968943798,2.2660930275181818e-05,0.004690519899218979
16,P23,CCL2,CCR2,CCL2 → CCR2,6.0206784672271175e-05,2.634175411338499e-05,8.654853878565616e-05
16,P23,CCL3,CCR1,CCL3 → CCR1,0.00022032242057579818,0.010546188173126657,0.010766510593702455
16,P23,CCL3,CCR5,CCL3 → CCR5,0.007377914915245289,0.009864679264829791,0.01724259418007508
16,P23,CCL3L1,CCR1,CCL3L1 → CCR1,0.00039743532282454126,0.0002885716897934245,0.0006860070126179657
16,P23,CCL4,CCR5,CCL4 → CCR5,0.0022808223057859656,0.007073913047878953,0.009354735353664918
16,P23,CCL5,CCR1,CCL5 → CCR1,0.0001411451042560415,0.10822301375489725,0.10836415885915329
16,P23,CCL5,CCR4,CCL5 → CCR4,9.090979439508309e-06,0.010184568363311459,0.010193659342750967
16,P23,CCL5,CCR5,CCL5 → CCR5,0.0009204365342395138,0.029154798094837286,0.0300752346290768
16,P23,CD274,PDCD1,CD274 → PDCD1,0.005213627454507247,1.348390659035035e-05,0.005227111361097598
16,P23,CD40LG,CD40,CD40LG → CD40,1.252281525782152e-05,1.9538582964780817e-05,3.206139822260234e-05
16,P23,CD86,CD28,CD86 → CD28,0.0029435649240280946,9.205772571444546e-05,0.00303562264974254
16,P23,CD86,CTLA4,CD86 → CTLA4,0.004522007759176061,0.0005393003927560176,0.0050613081519320785
16,P23,CSF1,CSF1R,CSF1 → CSF1R,0.001032741751459642,0.00037563917762075994,0.001408380929080402
16,P23,CXCL13,CXCR5,CXCL13 → CXCR5,0.00012048660636415169,0.00023276445890148354,0.00035325106526563525
16,P23,CXCL16,CXCR6,CXCL16 → CXCR6,0.0004445324790932755,0.00011571469908168467,0.0005602471781749602
16,P23,CXCL2,DPP4,CXCL2 → DPP4,3.4965031170718995e-05,9.93397338402072e-05,0.00013430476501092618
16,P23,FASLG,FAS,FASLG → FAS,0.00010180406029538181,6.226932936321081e-05,0.00016407338965859262
16,P23,HLA-B,KIR3DL2,HLA-B → KIR3DL2,1.3453489991411928e-05,0.017081499357003347,0.01709495284699476
16,P23,HLA-C,KIR2DL3,HLA-C → KIR2DL3,7.038438035018583e-06,0.019067244698586703,0.019074283136621722
16,P23,HLA-E,KLRC1,HLA-E → KLRC1,9.39725014685664e-05,0.011579548975500929,0.011673521476969494
16,P23,HLA-E,KLRC2,HLA-E → KLRC2,4.788073768564407e-05,0.01883599093309841,0.018883871670784057
16,P23,HLA-E,KLRK1,HLA-E → KLRK1,0.0004016342775646209,0.018046644164917604,0.018448278442482226
16,P23,HLA-F,KIR3DL2,HLA-F → KIR3DL2,4.066700126882337e-05,0.0043991490904736604,0.0044398160917424835
16,P23,HLA-F,LILRB1,HLA-F → LILRB1,6.611326023776995e-05,0.005159555394912683,0.005225668655150453
16,P23,HLA-F,LILRB2,HLA-F → LILRB2,0.0005131145344304621,0.0482117070140546,0.04872482154848506
16,P23,HLA-G,LILRB1,HLA-G → LILRB1,0.00022168318895746266,0.0032791485549504376,0.0035008317439079004
16,P23,HLA-G,LILRB2,HLA-G → LILRB2,0.0010656642407839657,0.020753245434640792,0.02181890967542476
16,P23,ICAM1,ITGAL,ICAM1 → ITGAL,0.006885041533989861,0.0004489777033893889,0.00733401923737925
16,P23,ICOSLG,ICOS,ICOSLG → ICOS,0.0003387222383700069,1.2962841706298043e-06,0.0003400185225406367
16,P23,LGALS9,HAVCR2,LGALS9 → HAVCR2,0.009614046158288581,0.011706047932412233,0.021320094090700813
16,P23,LGALS9,P4HB,LGALS9 → P4HB,0.04141243429746248,0.0047986338775903355,0.04621106817505282
16,P23,LTA,TNFRSF14,LTA → TNFRSF14,0.0012329372662856612,6.467264571542828e-05,0.0012976099120010896
16,P23,LTA,TNFRSF1A,LTA → TNFRSF1A,0.00027503353468097245,6.967494137593494e-05,0.0003447084760569074
16,P23,LTA,TNFRSF1B,LTA → TNFRSF1B,0.0025445498996150037,2.7790314460467356e-05,0.002572340214075471
16,P23,LTB,LTBR,LTB → LTBR,0.00012795793791060752,0.000793145032177734,0.0009211029700883415
16,P23,PVR,CD226,PVR → CD226,1.3213576384934143e-05,0.0,1.3213576384934143e-05
16,P23,PVR,CD96,PVR → CD96,0.004156901535380226,0.0,0.004156901535380226
16,P23,PVR,TIGIT,PVR → TIGIT,0.003166946924058159,0.0,0.003166946924058159
16,P23,SELPLG,SELL,SELPLG → SELL,0.0011161866200821474,0.0017620925288190322,0.0028782791489011797
16,P23,TGFB1,TGFBR3,TGFB1 → TGFBR3,5.017718882622814e-05,4.414847372502505e-05,9.43256625512532e-05
16,P23,TNF,TNFRSF1A,TNF → TNFRSF1A,0.00033714571871891404,0.001080572843423607,0.001417718562142521
16,P23,TNF,TNFRSF1B,TNF → TNFRSF1B,0.0017815786620417966,0.0002379458874840355,0.002019524549525832
16,P23,TNFSF10,TNFRSF10A,TNFSF10 → TNFRSF10A,9.214292155730708e-05,0.00029764357870348427,0.0003897865002607914
16,P23,TNFSF10,TNFRSF10B,TNFSF10 → TNFRSF10B,6.20061436092808e-05,0.00019470501087161748,0.0002567111544808983
16,P23,TNFSF10,TNFRSF10D,TNFSF10 → TNFRSF10D,0.0,0.0002446036402626761,0.0002446036402626761
16,P23,TNFSF12,TNFRSF12A,TNFSF12 → TNFRSF12A,1.8252580694412386e-05,5.775097543586943e-05,7.600355613028181e-05
16,P23,TNFSF12,TNFRSF25,TNFSF12 → TNFRSF25,0.00025790666656565404,0.00021358121122304872,0.00047148787778870276
16,P23,TNFSF14,LTBR,TNFSF14 → LTBR,0.0005858444285615852,9.64803241790623e-05,0.0006823247527406475
16,P23,TNFSF14,TNFRSF14,TNFSF14 → TNFRSF14,0.0020009959243416017,7.164579397245998e-06,0.0020081605037388477
16,P23,TNFSF4,TNFRSF4,TNFSF4 → TNFRSF4,0.0003727634539243641,5.621504064799868e-06,0.00037838495798916396
16,P23,TNFSF9,TNFRSF9,TNFSF9 → TNFRSF9,0.0001894453474341641,0.00016956189479132218,0.00035900724222548625
16,P23,VEGFA,NRP1,VEGFA → NRP1,0.0003062290252417564,0.00020138328259772313,0.0005076123078394796
16,P23,VEGFA,NRP2,VEGFA → NRP2,8.2734768460709e-06,5.030834010202528e-05,5.858181694809618e-05
16,P23,VEGFB,NRP1,VEGFB → NRP1,0.00019093995164215315,7.984673899039228e-06,0.00019892462554119237
17,P24,BTLA,TNFRSF14,BTLA → TNFRSF14,0.0005480175275686376,3.7174168182436787e-06,0.0005517349443868812
17,P24,CCL2,CCR2,CCL2 → CCR2,5.957178195768717e-06,3.331075239236684e-05,3.926793058813556e-05
17,P24,CCL3,CCR1,CCL3 → CCR1,8.451464045727201e-05,0.006547228009929107,0.006631742650386379
17,P24,CCL3,CCR5,CCL3 → CCR5,0.002349256870180954,0.003848789088845071,0.0061980459590260245
17,P24,CCL3L1,CCR1,CCL3L1 → CCR1,0.00043291852804921743,9.655305037361229e-05,0.0005294715784228297
17,P24,CCL4,CCR5,CCL4 → CCR5,0.0027469193798502433,0.006227332864765262,0.008974252244615505
17,P24,CCL5,CCR1,CCL5 → CCR1,6.833545731693516e-06,0.05315744040464974,0.05316427395038143
17,P24,CCL5,CCR4,CCL5 → CCR4,1.0574032522364179e-06,0.009518189917148666,0.009519247320400902
17,P24,CCL5,CCR5,CCL5 → CCR5,0.0026401913905120117,0.01791831145110191,0.02055850284161392
17,P24,CD274,PDCD1,CD274 → PDCD1,0.0012341571575379053,1.1541192043639077e-06,0.0012353112767422693
17,P24,CD40LG,CD40,CD40LG → CD40,3.43241363210008e-05,2.2144726097981344e-06,3.6538608930798934e-05
17,P24,CD86,CD28,CD86 → CD28,0.00040416163375542937,5.406147341582717e-05,0.0004582231071712565
17,P24,CD86,CTLA4,CD86 → CTLA4,0.001713091115957233,0.0002579846352810287,0.001971075751238262
17,P24,CSF1,CSF1R,CSF1 → CSF1R,0.0008921941502303708,1.801455473483485e-05,0.0009102087049652057
17,P24,CXCL13,CXCR5,CXCL13 → CXCR5,4.231118323460758e-06,0.0003502514136458289,0.0003544825319692897
17,P24,CXCL16,CXCR6,CXCL16 → CXCR6,0.00033530593641353654,0.00016255352841114008,0.0004978594648246766
17,P24,CXCL2,DPP4,CXCL2 → DPP4,1.0899926074137886e-06,4.8595156970009404e-05,4.968514957742319e-05
17,P24,FASLG,FAS,FASLG → FAS,0.00021474844681306337,5.046443221904048e-06,0.0002197948900349674
17,P24,HLA-B,KIR3DL2,HLA-B → KIR3DL2,8.470112295405334e-06,0.016487492581846827,0.016495962694142233
17,P24,HLA-C,KIR2DL3,HLA-C → KIR2DL3,1.1528276046656273e-06,0.01999187264985065,0.019993025477455316
17,P24,HLA-E,KLRC1,HLA-E → KLRC1,4.517155868191582e-05,0.020750555003440006,0.020795726562121922
17,P24,HLA-E,KLRC2,HLA-E → KLRC2,9.276642943425096e-07,0.02079795509217837,0.020798882756472712
17,P24,HLA-E,KLRK1,HLA-E → KLRK1,0.0009462219622558184,0.022430140672299752,0.02337636263455557
17,P24,HLA-F,KIR3DL2,HLA-F → KIR3DL2,7.697927332712402e-06,0.004528604821783206,0.0045363027491159185
17,P24,HLA-F,LILRB1,HLA-F → LILRB1,4.603265525701824e-05,0.00320353361493759,0.0032495662701946086
17,P24,HLA-F,LILRB2,HLA-F → LILRB2,0.00016609071785986417,0.034430828576990445,0.03459691929485031
17,P24,HLA-G,LILRB1,HLA-G → LILRB1,1.1502998375099104e-05,0.001361902729944794,0.001373405728319893
17,P24,HLA-G,LILRB2,HLA-G → LILRB2,0.0004374845749057483,0.02490714999586581,0.02534463457077156
17,P24,ICAM1,ITGAL,ICAM1 → ITGAL,0.002993817958988792,0.0001320816424391645,0.0031258996014279566
17,P24,ICOSLG,ICOS,ICOSLG → ICOS,0.00011122131532875657,5.511126892606829e-06,0.00011673244222136339
17,P24,LGALS9,HAVCR2,LGALS9 → HAVCR2,0.0035115711810942596,0.0059581660859238566,0.009469737267018117
17,P24,LGALS9,P4HB,LGALS9 → P4HB,0.008661729970080391,0.0032590397473424007,0.011920769717422793
17,P24,LTA,TNFRSF14,LTA → TNFRSF14,0.0007891389196329478,4.50216253010908e-06,0.0007936410821630568
17,P24,LTA,TNFRSF1A,LTA → TNFRSF1A,2.515996019734795e-05,0.0003414429954871637,0.0003666029556845116
17,P24,LTA,TNFRSF1B,LTA → TNFRSF1B,0.00218441170018426,1.3784742519990911e-05,0.002198196442704251
17,P24,LTB,LTBR,LTB → LTBR,0.00017119787141391376,0.001058571052581477,0.0012297689239953908
17,P24,PVR,CD226,PVR → CD226,1.4843152651964895e-06,0.0,1.4843152651964895e-06
17,P24,PVR,CD96,PVR → CD96,0.001472877934515647,4.890465427686105e-06,0.0014777683999433332
17,P24,PVR,TIGIT,PVR → TIGIT,0.0024884156533703603,0.0,0.0024884156533703603
17,P24,SELPLG,SELL,SELPLG → SELL,0.0011679273623294898,0.0024619350282914913,0.003629862390620981
17,P24,TGFB1,TGFBR3,TGFB1 → TGFBR3,4.514221755554684e-05,4.9872794689311155e-05,9.5015012244858e-05
17,P24,TNF,TNFRSF1A,TNF → TNFRSF1A,0.003138017671977169,0.0031494920738065063,0.006287509745783675
17,P24,TNF,TNFRSF1B,TNF → TNFRSF1B,0.0024124359115974894,0.00034411795096057825,0.0027565538625580676
17,P24,TNFSF10,TNFRSF10A,TNFSF10 → TNFRSF10A,7.228253172971622e-06,2.169627527378812e-05,2.8924528446759743e-05
17,P24,TNFSF10,TNFRSF10B,TNFSF10 → TNFRSF10B,9.162768725221267e-06,0.00018407712923462904,0.0001932398979598503
17,P24,TNFSF10,TNFRSF10D,TNFSF10 → TNFRSF10D,5.537902763139548e-07,1.381227605442116e-05,1.4366066330735114e-05
17,P24,TNFSF12,TNFRSF12A,TNFSF12 → TNFRSF12A,5.515738346488712e-06,2.067125916339621e-06,7.582864262828333e-06
17,P24,TNFSF12,TNFRSF25,TNFSF12 → TNFRSF25,0.00021285230611475022,2.7976251474791404e-05,0.00024082855758954163
17,P24,TNFSF14,LTBR,TNFSF14 → LTBR,0.0006989895945073587,3.5155480253784874e-06,0.0007025051425327372
17,P24,TNFSF14,TNFRSF14,TNFSF14 → TNFRSF14,0.001667118146914426,1.3097792158518123e-05,0.001680215939072944
17,P24,TNFSF4,TNFRSF4,TNFSF4 → TNFRSF4,0.0002698546368771695,9.361651024023817e-07,0.00027079080197957186
17,P24,TNFSF9,TNFRSF9,TNFSF9 → TNFRSF9,0.00014620150832917177,0.0001017300378127408,0.00024793154614191257
17,P24,VEGFA,NRP1,VEGFA → NRP1,0.00024028298185443196,9.403025036793167e-05,0.00033431323222236366
17,P24,VEGFA,NRP2,VEGFA → NRP2,6.772519300117859e-07,8.61707006499827e-05,8.684795257999449e-05
17,P24,VEGFB,NRP1,VEGFB → NRP1,3.020265562296742e-05,7.413056078318193e-07,3.094396123079924e-05
18,P25,BTLA,TNFRSF14,BTLA → TNFRSF14,0.0006414615635931314,8.101671761613454e-06,0.0006495632353547449
18,P25,CCL2,CCR2,CCL2 → CCR2,0.00011442797171604966,2.795301391631091e-06,0.00011722327310768076
18,P25,CCL3,CCR1,CCL3 → CCR1,3.0425213468995692e-05,0.005201140801010678,0.0052315660144796735
18,P25,CCL3,CCR5,CCL3 → CCR5,0.004454544928332221,0.0032639647532752914,0.007718509681607513
18,P25,CCL3L1,CCR1,CCL3L1 → CCR1,0.000403408332753926,4.956490394560042e-05,0.0004529732366995264
18,P25,CCL4,CCR5,CCL4 → CCR5,0.005122165897165097,0.0058269600324467935,0.010949125929611891
18,P25,CCL5,CCR1,CCL5 → CCR1,4.992455367381256e-05,0.052041821343105116,0.05209174589677893
18,P25,CCL5,CCR4,CCL5 → CCR4,4.295146823226723e-06,0.006562572974390701,0.006566868121213928
18,P25,CCL5,CCR5,CCL5 → CCR5,0.000711818926036467,0.02086753944687,0.021579358372906466
18,P25,CD274,PDCD1,CD274 → PDCD1,0.0027893714263291917,2.7213005325808883e-06,0.0027920927268617725
18,P25,CD40LG,CD40,CD40LG → CD40,1.3824628605161203e-05,3.024597131908768e-06,1.684922573706997e-05
18,P25,CD86,CD28,CD86 → CD28,0.0007766911766815285,0.00026611621944642257,0.001042807396127951
18,P25,CD86,CTLA4,CD86 → CTLA4,0.002139293777163869,7.309317491298876e-05,0.0022123869520768577
18,P25,CSF1,CSF1R,CSF1 → CSF1R,0.0005212000502471032,2.588284758209404e-05,0.0005470828978291972
18,P25,CXCL13,CXCR5,CXCL13 → CXCR5,6.552779167279967e-05,0.0005661289775479543,0.000631656769220754
18,P25,CXCL16,CXCR6,CXCL16 → CXCR6,0.00019813381209067243,3.930578686588731e-05,0.00023743959895655974
18,P25,CXCL2,DPP4,CXCL2 → DPP4,2.3148297921319783e-07,3.5207890244362715e-05,3.5439373223575916e-05
18,P25,FASLG,FAS,FASLG → FAS,8.075360969499961e-05,1.2994379818900994e-05,9.374798951390061e-05
