feature,feature_value_scaled,shap_value,fold,held_patient
PROGENy_NFkB,0.4763989427203823,-0.1777683649630468,1,P1
PROGENy_NFkB,0.15418867272510806,-0.0713323475633721,1,P1
PROGENy_NFkB,-0.7959654794749891,0.24253295498401709,1,P1
PROGENy_NFkB,0.590429077747618,-0.21543604525152465,1,P1
PROGENy_NFkB,-0.665738827582128,0.19951506425392573,1,P1
PROGENy_NFkB,-0.48143774621866875,0.13863471707235478,1,P1
PROGENy_NFkB,-0.3137267781090541,0.0832345973924543,1,P1
PROGENy_NFkB,1.4313923324275077,-0.4932322173254583,1,P1
PROGENy_NFkB,0.8766663440120251,-0.30998906695688677,1,P1
PROGENy_NFkB,-0.4800802197427608,0.13818628409220063,1,P1
PROGENy_NFkB,-0.5144282566771669,0.14953250299716828,1,P1
PROGENy_NFkB,-0.8027831837903718,0.24478505357525243,1,P1
PROGENy_NFkB,-0.2258831351250627,0.05421712531364052,1,P1
PROGENy_NFkB,0.29452844705290493,-0.1176909154092663,1,P1
PROGENy_NFkB,0.19897067503435478,-0.08612522793012505,1,P1
PROGENy_NFkB,0.36214888767069175,-0.14002803828953325,1,P1
PROGENy_NFkB,-0.6343381202029249,0.18914243945514458,1,P1
PROGENy_NFkB,-0.1918716231647954,0.0429820710155719,1,P1
PROGENy_NFkB,0.8790924125640802,-0.3107904724323334,1,P1
PROGENy_NFkB,0.4026922002317096,-0.15342074833955194,1,P1
PROGENy_NFkB,1.2808217433390892,-0.44349409494863506,1,P1
PROGENy_NFkB,0.404981581003967,-0.1541770016138937,1,P1
PROGENy_NFkB,1.8396087897762927,-0.6280787383809358,1,P1
PROGENy_NFkB,1.300970198477093,-0.4501497528259479,1,P1
PROGENy_NFkB,0.23646033150148354,-0.0985092209297947,1,P1
PROGENy_NFkB,0.11018072803707539,-0.05679516236872245,1,P1
PROGENy_NFkB,-0.4689087872462185,0.13449601443196071,1,P1
PROGENy_NFkB,0.84642604125316,-0.2999997596928408,1,P1
PROGENy_NFkB,0.8415185992633837,-0.2983786798277596,1,P1
PROGENy_NFkB,0.7304000255952717,-0.26167277830407554,1,P1
PROGENy_NFkB,0.4121461358279597,-0.1565436756554089,1,P1
PROGENy_NFkB,-0.5719303466922758,0.168527221736132,1,P1
PROGENy_NFkB,-1.3013133618529715,0.4094649897775095,1,P1
PROGENy_NFkB,-0.2765995140103323,0.0709703138000293,1,P1
PROGENy_NFkB,0.848945445721774,-0.3008319969081914,1,P1
PROGENy_NFkB,-0.45597404742522807,0.1302232698274284,1,P1
PROGENy_NFkB,4.7773165854581565,-1.598494479818789,1,P1
PROGENy_NFkB,-0.6280286062550696,0.18705821185945912,1,P1
PROGENy_NFkB,-1.6513365389703683,0.5250884705886676,1,P1
PROGENy_NFkB,0.8242739587739947,-0.29268224173717156,1,P1
PROGENy_NFkB,0.520714330363329,-0.19240710807420583,1,P1
PROGENy_NFkB,0.03671595751626212,-0.03252747656984622,1,P1
PROGENy_NFkB,-0.6307759870194524,0.18796575669608293,1,P1
PROGENy_NFkB,1.2619666759246295,-0.437265683037907,1,P1
PROGENy_NFkB,-0.9238592120049868,0.2847802102967414,1,P1
PROGENy_NFkB,0.006089371260391629,-0.02241056791988209,1,P1
PROGENy_NFkB,-1.6337527562234784,0.5192800033215395,1,P1
PROGENy_NFkB,-0.49951760582751603,0.1446070538695002,1,P1
PROGENy_NFkB,0.31749196088885856,-0.12527647423778246,1,P1
PROGENy_NFkB,0.5254743404600193,-0.19397948662527242,1,P1
PROGENy_NFkB,1.319821388823075,-0.45637688402104903,1,P1
PROGENy_NFkB,1.5259226995169408,-0.5244585211812481,1,P1
PROGENy_NFkB,0.39953817659552016,-0.15237887678584458,1,P1
PROGENy_NFkB,-0.9434546441408274,0.2912531875727142,1,P1
PROGENy_NFkB,-0.6076191315983599,0.18031633116238624,1,P1
PROGENy_NFkB,-1.0974004766453747,0.34210625723837607,1,P1
PROGENy_NFkB,-0.40842839076592546,0.11451746895539937,1,P1
PROGENy_NFkB,0.929840420627641,-0.32755410901452925,1,P1
PROGENy_NFkB,-1.1747605576262736,0.36766068455518375,1,P1
PROGENy_NFkB,0.06178013055030539,-0.04080694810003368,1,P1
PROGENy_NFkB,0.9759959448131019,-0.3428007061368583,1,P1
PROGENy_NFkB,-0.9031916615225346,0.27795307917273593,1,P1
PROGENy_NFkB,0.5147459806309138,-0.19043557757030224,1,P1
PROGENy_NFkB,1.8809339898956132,-0.64172973007344,1,P1
PROGENy_NFkB,-0.04769021193318219,-0.004645508312618701,1,P1
PROGENy_NFkB,-0.6727523242408782,0.20183183911158079,1,P1
PROGENy_NFkB,0.4348376972723579,-0.16403940019813426,1,P1
PROGENy_NFkB,1.3032482895438025,-0.45090227676138267,1,P1
PROGENy_NFkB,0.005641901871133756,-0.022262754941414418,1,P1
PROGENy_NFkB,2.2168928300345963,-0.7527073254031351,1,P1
PROGENy_NFkB,-1.4879902374208906,0.4711301352626468,1,P1
PROGENy_NFkB,0.09149960726031466,-0.05062421041219451,1,P1
PROGENy_NFkB,-0.3558245127318261,0.09714078112415835,1,P1
PROGENy_NFkB,-1.2587365484801665,0.3954005515178692,1,P1
PROGENy_NFkB,-0.18421674915706804,0.04045342938322811,1,P1
PROGENy_NFkB,-0.5945347496934258,0.17599415514944294,1,P1
PROGENy_NFkB,-0.13035283511895235,0.022660512689854088,1,P1
PROGENy_NFkB,0.3684605395717224,-0.1421129721172745,1,P1
PROGENy_NFkB,-0.5908106665753142,0.1747639753182322,1,P1
PROGENy_NFkB,0.38884627560616036,-0.14884701121323018,1,P1
PROGENy_NFkB,0.038896443762218125,-0.03324775861429418,1,P1
PROGENy_NFkB,1.520758637588536,-0.5227526718137754,1,P1
PROGENy_NFkB,-0.0634245089280686,0.0005520166102955864,1,P1
PROGENy_NFkB,0.03353891557990811,-0.03147800135969159,1,P1
PROGENy_NFkB,-0.20242310602379882,0.046467552136920796,1,P1
PROGENy_NFkB,0.21412338296194533,-0.09113063599690352,1,P1
PROGENy_NFkB,0.5165997777945114,-0.19104794410710765,1,P1
PROGENy_NFkB,-0.735871396998834,0.22268202097082335,1,P1
PROGENy_NFkB,0.0048730580274324795,-0.022008782041273708,1,P1
PROGENy_NFkB,0.7371594878568555,-0.26390563774364867,1,P1
PROGENy_NFkB,0.9481160249818849,-0.3335911063550125,1,P1
PROGENy_NFkB,-0.13338619552404682,0.02366252544649544,1,P1
PROGENy_NFkB,1.3308108830885812,-0.460007053856648,1,P1
PROGENy_NFkB,1.0331173735966515,-0.3616696806980644,1,P1
PROGENy_NFkB,0.853533108374312,-0.3023474437681457,1,P1
