fold,held_patient,feature,importance,method,role,ligand,receptor,ligand_receptor_pair
5,P13,CCC_Sender_HLA-G_to_LILRB2,0.01957536285865725,shap_tree,Sender,HLA-G,LILRB2,HLA-G → LILRB2
5,P13,CCC_Receiver_HLA-G_to_LILRB2,0.00038628524475047465,shap_tree,Receiver,HLA-G,LILRB2,HLA-G → LILRB2
5,P13,CCC_Sender_LTB_to_LTBR,0.0007155719109912665,shap_tree,Sender,LTB,LTBR,LTB → LTBR
5,P13,CCC_Receiver_LTB_to_LTBR,6.234257188458857e-05,shap_tree,Receiver,LTB,LTBR,LTB → LTBR
5,P13,CCC_Sender_PVR_to_CD226,7.552932025312643e-07,shap_tree,Sender,PVR,CD226,PVR → CD226
5,P13,CCC_Receiver_PVR_to_CD226,0.0001655798574871843,shap_tree,Receiver,PVR,CD226,PVR → CD226
5,P13,CCC_Sender_PVR_to_CD96,1.2922077891073438e-05,shap_tree,Sender,PVR,CD96,PVR → CD96
5,P13,CCC_Receiver_PVR_to_CD96,0.003853759753870406,shap_tree,Receiver,PVR,CD96,PVR → CD96
5,P13,CCC_Sender_PVR_to_TIGIT,4.3527218996443167e-07,shap_tree,Sender,PVR,TIGIT,PVR → TIGIT
5,P13,CCC_Receiver_PVR_to_TIGIT,0.002375010681577714,shap_tree,Receiver,PVR,TIGIT,PVR → TIGIT
5,P13,CCC_Sender_SELPLG_to_SELL,0.0062035516939318485,shap_tree,Sender,SELPLG,SELL,SELPLG → SELL
5,P13,CCC_Receiver_SELPLG_to_SELL,0.0011364464585928253,shap_tree,Receiver,SELPLG,SELL,SELPLG → SELL
5,P13,CCC_Sender_TGFB1_to_TGFBR3,5.64723691123416e-05,shap_tree,Sender,TGFB1,TGFBR3,TGFB1 → TGFBR3
5,P13,CCC_Receiver_TGFB1_to_TGFBR3,4.4432783272970576e-05,shap_tree,Receiver,TGFB1,TGFBR3,TGFB1 → TGFBR3
5,P13,CCC_Sender_BTLA_to_TNFRSF14,1.784435668771535e-05,shap_tree,Sender,BTLA,TNFRSF14,BTLA → TNFRSF14
5,P13,CCC_Receiver_BTLA_to_TNFRSF14,0.001852260943845735,shap_tree,Receiver,BTLA,TNFRSF14,BTLA → TNFRSF14
5,P13,CCC_Sender_FASLG_to_FAS,1.4237816683945464e-05,shap_tree,Sender,FASLG,FAS,FASLG → FAS
5,P13,CCC_Receiver_FASLG_to_FAS,0.0004309781609296981,shap_tree,Receiver,FASLG,FAS,FASLG → FAS
5,P13,CCC_Sender_LTA_to_TNFRSF14,0.0001180115223740891,shap_tree,Sender,LTA,TNFRSF14,LTA → TNFRSF14
5,P13,CCC_Receiver_LTA_to_TNFRSF14,0.0003837256942161265,shap_tree,Receiver,LTA,TNFRSF14,LTA → TNFRSF14
5,P13,CCC_Sender_LTA_to_TNFRSF1A,1.9833564874624233e-05,shap_tree,Sender,LTA,TNFRSF1A,LTA → TNFRSF1A
5,P13,CCC_Receiver_LTA_to_TNFRSF1A,6.826405047493621e-05,shap_tree,Receiver,LTA,TNFRSF1A,LTA → TNFRSF1A
5,P13,CCC_Sender_LTA_to_TNFRSF1B,3.5954155058893445e-06,shap_tree,Sender,LTA,TNFRSF1B,LTA → TNFRSF1B
5,P13,CCC_Receiver_LTA_to_TNFRSF1B,0.0010428665970833883,shap_tree,Receiver,LTA,TNFRSF1B,LTA → TNFRSF1B
5,P13,CCC_Sender_TNF_to_TNFRSF1A,0.0007935953542299152,shap_tree,Sender,TNF,TNFRSF1A,TNF → TNFRSF1A
5,P13,CCC_Receiver_TNF_to_TNFRSF1A,0.0003387817366173242,shap_tree,Receiver,TNF,TNFRSF1A,TNF → TNFRSF1A
5,P13,CCC_Sender_TNF_to_TNFRSF1B,0.00012214672012990645,shap_tree,Sender,TNF,TNFRSF1B,TNF → TNFRSF1B
5,P13,CCC_Receiver_TNF_to_TNFRSF1B,0.002158631729352784,shap_tree,Receiver,TNF,TNFRSF1B,TNF → TNFRSF1B
5,P13,CCC_Sender_TNFSF10_to_TNFRSF10A,4.888986758026227e-05,shap_tree,Sender,TNFSF10,TNFRSF10A,TNFSF10 → TNFRSF10A
5,P13,CCC_Receiver_TNFSF10_to_TNFRSF10A,5.202891386203045e-05,shap_tree,Receiver,TNFSF10,TNFRSF10A,TNFSF10 → TNFRSF10A
5,P13,CCC_Sender_TNFSF10_to_TNFRSF10B,7.896153982738733e-05,shap_tree,Sender,TNFSF10,TNFRSF10B,TNFSF10 → TNFRSF10B
5,P13,CCC_Receiver_TNFSF10_to_TNFRSF10B,1.831778772578371e-05,shap_tree,Receiver,TNFSF10,TNFRSF10B,TNFSF10 → TNFRSF10B
5,P13,CCC_Sender_TNFSF10_to_TNFRSF10D,0.0001844733142095833,shap_tree,Sender,TNFSF10,TNFRSF10D,TNFSF10 → TNFRSF10D
5,P13,CCC_Receiver_TNFSF10_to_TNFRSF10D,5.2414971698349686e-06,shap_tree,Receiver,TNFSF10,TNFRSF10D,TNFSF10 → TNFRSF10D
5,P13,CCC_Sender_TNFSF12_to_TNFRSF12A,4.5732474674988963e-07,shap_tree,Sender,TNFSF12,TNFRSF12A,TNFSF12 → TNFRSF12A
5,P13,CCC_Receiver_TNFSF12_to_TNFRSF12A,0.0,shap_tree,Receiver,TNFSF12,TNFRSF12A,TNFSF12 → TNFRSF12A
5,P13,CCC_Sender_TNFSF12_to_TNFRSF25,7.935666286405815e-05,shap_tree,Sender,TNFSF12,TNFRSF25,TNFSF12 → TNFRSF25
5,P13,CCC_Receiver_TNFSF12_to_TNFRSF25,9.446053351680422e-05,shap_tree,Receiver,TNFSF12,TNFRSF25,TNFSF12 → TNFRSF25
5,P13,CCC_Sender_TNFSF14_to_LTBR,4.1895956547074755e-05,shap_tree,Sender,TNFSF14,LTBR,TNFSF14 → LTBR
5,P13,CCC_Receiver_TNFSF14_to_LTBR,0.00021474182800387533,shap_tree,Receiver,TNFSF14,LTBR,TNFSF14 → LTBR
5,P13,CCC_Sender_TNFSF14_to_TNFRSF14,4.040034397483016e-05,shap_tree,Sender,TNFSF14,TNFRSF14,TNFSF14 → TNFRSF14
5,P13,CCC_Receiver_TNFSF14_to_TNFRSF14,0.003332284088128643,shap_tree,Receiver,TNFSF14,TNFRSF14,TNFSF14 → TNFRSF14
5,P13,CCC_Sender_TNFSF4_to_TNFRSF4,0.0,shap_tree,Sender,TNFSF4,TNFRSF4,TNFSF4 → TNFRSF4
5,P13,CCC_Receiver_TNFSF4_to_TNFRSF4,0.00044156554264511834,shap_tree,Receiver,TNFSF4,TNFRSF4,TNFSF4 → TNFRSF4
5,P13,CCC_Sender_TNFSF9_to_TNFRSF9,0.00011613370411105647,shap_tree,Sender,TNFSF9,TNFRSF9,TNFSF9 → TNFRSF9
5,P13,CCC_Receiver_TNFSF9_to_TNFRSF9,0.00016787893264176218,shap_tree,Receiver,TNFSF9,TNFRSF9,TNFSF9 → TNFRSF9
5,P13,CCC_Sender_VEGFA_to_NRP1,2.7464147051943095e-05,shap_tree,Sender,VEGFA,NRP1,VEGFA → NRP1
5,P13,CCC_Receiver_VEGFA_to_NRP1,0.0002616964209910463,shap_tree,Receiver,VEGFA,NRP1,VEGFA → NRP1
5,P13,CCC_Sender_VEGFA_to_NRP2,3.6887241053012804e-05,shap_tree,Sender,VEGFA,NRP2,VEGFA → NRP2
5,P13,CCC_Receiver_VEGFA_to_NRP2,2.6432185587604905e-07,shap_tree,Receiver,VEGFA,NRP2,VEGFA → NRP2
5,P13,CCC_Sender_VEGFB_to_NRP1,2.158732730872058e-05,shap_tree,Sender,VEGFB,NRP1,VEGFB → NRP1
5,P13,CCC_Receiver_VEGFB_to_NRP1,0.0001240285598819373,shap_tree,Receiver,VEGFB,NRP1,VEGFB → NRP1
5,P13,CCC_Sender_CD274_to_PDCD1,3.753507196057965e-05,shap_tree,Sender,CD274,PDCD1,CD274 → PDCD1
5,P13,CCC_Receiver_CD274_to_PDCD1,0.0021206882160829726,shap_tree,Receiver,CD274,PDCD1,CD274 → PDCD1
5,P13,CCC_Sender_CD86_to_CTLA4,0.00042005199017626374,shap_tree,Sender,CD86,CTLA4,CD86 → CTLA4
5,P13,CCC_Receiver_CD86_to_CTLA4,0.0019653128732693786,shap_tree,Receiver,CD86,CTLA4,CD86 → CTLA4
5,P13,CCC_Sender_CD86_to_CD28,1.62918985676564e-05,shap_tree,Sender,CD86,CD28,CD86 → CD28
5,P13,CCC_Receiver_CD86_to_CD28,0.0007699166967549344,shap_tree,Receiver,CD86,CD28,CD86 → CD28
5,P13,CCC_Sender_ICOSLG_to_ICOS,4.561453652147727e-06,shap_tree,Sender,ICOSLG,ICOS,ICOSLG → ICOS
5,P13,CCC_Receiver_ICOSLG_to_ICOS,0.0003325724655760429,shap_tree,Receiver,ICOSLG,ICOS,ICOSLG → ICOS
5,P13,CCC_Sender_CD40LG_to_CD40,0.00011934113619066429,shap_tree,Sender,CD40LG,CD40,CD40LG → CD40
5,P13,CCC_Receiver_CD40LG_to_CD40,4.906358367666561e-05,shap_tree,Receiver,CD40LG,CD40,CD40LG → CD40
6,P14,CCC_Sender_ICAM1_to_ITGAL,0.0002228745720931075,shap_tree,Sender,ICAM1,ITGAL,ICAM1 → ITGAL
6,P14,CCC_Receiver_ICAM1_to_ITGAL,0.0031889793184403064,shap_tree,Receiver,ICAM1,ITGAL,ICAM1 → ITGAL
6,P14,CCC_Sender_CCL2_to_CCR2,0.00015777444344032028,shap_tree,Sender,CCL2,CCR2,CCL2 → CCR2
6,P14,CCC_Receiver_CCL2_to_CCR2,1.3630460147061809e-06,shap_tree,Receiver,CCL2,CCR2,CCL2 → CCR2
6,P14,CCC_Sender_CCL3_to_CCR1,0.007659215685606348,shap_tree,Sender,CCL3,CCR1,CCL3 → CCR1
6,P14,CCC_Receiver_CCL3_to_CCR1,6.582753295273784e-05,shap_tree,Receiver,CCL3,CCR1,CCL3 → CCR1
6,P14,CCC_Sender_CCL3_to_CCR5,0.0057607461603730765,shap_tree,Sender,CCL3,CCR5,CCL3 → CCR5
6,P14,CCC_Receiver_CCL3_to_CCR5,0.0018376412811935354,shap_tree,Receiver,CCL3,CCR5,CCL3 → CCR5
6,P14,CCC_Sender_CCL3L1_to_CCR1,0.00020615948194446914,shap_tree,Sender,CCL3L1,CCR1,CCL3L1 → CCR1
6,P14,CCC_Receiver_CCL3L1_to_CCR1,0.00029411775440806644,shap_tree,Receiver,CCL3L1,CCR1,CCL3L1 → CCR1
6,P14,CCC_Sender_CCL4_to_CCR5,0.0055423637755663,shap_tree,Sender,CCL4,CCR5,CCL4 → CCR5
6,P14,CCC_Receiver_CCL4_to_CCR5,0.0009935587818339913,shap_tree,Receiver,CCL4,CCR5,CCL4 → CCR5
6,P14,CCC_Sender_CCL5_to_CCR1,0.06249520288329692,shap_tree,Sender,CCL5,CCR1,CCL5 → CCR1
6,P14,CCC_Receiver_CCL5_to_CCR1,0.0,shap_tree,Receiver,CCL5,CCR1,CCL5 → CCR1
6,P14,CCC_Sender_CCL5_to_CCR4,0.007226456175425997,shap_tree,Sender,CCL5,CCR4,CCL5 → CCR4
6,P14,CCC_Receiver_CCL5_to_CCR4,0.0,shap_tree,Receiver,CCL5,CCR4,CCL5 → CCR4
6,P14,CCC_Sender_CCL5_to_CCR5,0.016318134385261557,shap_tree,Sender,CCL5,CCR5,CCL5 → CCR5
6,P14,CCC_Receiver_CCL5_to_CCR5,0.00027400836380209995,shap_tree,Receiver,CCL5,CCR5,CCL5 → CCR5
6,P14,CCC_Sender_CXCL13_to_CXCR5,0.00028337628103080996,shap_tree,Sender,CXCL13,CXCR5,CXCL13 → CXCR5
6,P14,CCC_Receiver_CXCL13_to_CXCR5,5.019308391406474e-05,shap_tree,Receiver,CXCL13,CXCR5,CXCL13 → CXCR5
6,P14,CCC_Sender_CXCL16_to_CXCR6,0.0001533358068291128,shap_tree,Sender,CXCL16,CXCR6,CXCL16 → CXCR6
6,P14,CCC_Receiver_CXCL16_to_CXCR6,0.0004139543802820636,shap_tree,Receiver,CXCL16,CXCR6,CXCL16 → CXCR6
6,P14,CCC_Sender_CXCL2_to_DPP4,0.00017211402041687523,shap_tree,Sender,CXCL2,DPP4,CXCL2 → DPP4
6,P14,CCC_Receiver_CXCL2_to_DPP4,3.540227348545981e-06,shap_tree,Receiver,CXCL2,DPP4,CXCL2 → DPP4
6,P14,CCC_Sender_CSF1_to_CSF1R,2.397658840350654e-05,shap_tree,Sender,CSF1,CSF1R,CSF1 → CSF1R
6,P14,CCC_Receiver_CSF1_to_CSF1R,0.001090931693993747,shap_tree,Receiver,CSF1,CSF1R,CSF1 → CSF1R
6,P14,CCC_Sender_LGALS9_to_HAVCR2,0.0038336161675789644,shap_tree,Sender,LGALS9,HAVCR2,LGALS9 → HAVCR2
6,P14,CCC_Receiver_LGALS9_to_HAVCR2,0.008417549738712133,shap_tree,Receiver,LGALS9,HAVCR2,LGALS9 → HAVCR2
6,P14,CCC_Sender_LGALS9_to_P4HB,0.004258875559283642,shap_tree,Sender,LGALS9,P4HB,LGALS9 → P4HB
6,P14,CCC_Receiver_LGALS9_to_P4HB,0.023629535467182987,shap_tree,Receiver,LGALS9,P4HB,LGALS9 → P4HB
6,P14,CCC_Sender_HLA-B_to_KIR3DL2,0.008349361465937611,shap_tree,Sender,HLA-B,KIR3DL2,HLA-B → KIR3DL2
6,P14,CCC_Receiver_HLA-B_to_KIR3DL2,0.0,shap_tree,Receiver,HLA-B,KIR3DL2,HLA-B → KIR3DL2
6,P14,CCC_Sender_HLA-C_to_KIR2DL3,0.013878270327124194,shap_tree,Sender,HLA-C,KIR2DL3,HLA-C → KIR2DL3
6,P14,CCC_Receiver_HLA-C_to_KIR2DL3,0.0,shap_tree,Receiver,HLA-C,KIR2DL3,HLA-C → KIR2DL3
6,P14,CCC_Sender_HLA-E_to_KLRC1,0.006491266853530386,shap_tree,Sender,HLA-E,KLRC1,HLA-E → KLRC1
6,P14,CCC_Receiver_HLA-E_to_KLRC1,5.213595469869061e-06,shap_tree,Receiver,HLA-E,KLRC1,HLA-E → KLRC1
6,P14,CCC_Sender_HLA-E_to_KLRC2,0.016941764388027684,shap_tree,Sender,HLA-E,KLRC2,HLA-E → KLRC2
6,P14,CCC_Receiver_HLA-E_to_KLRC2,2.5232874424914778e-06,shap_tree,Receiver,HLA-E,KLRC2,HLA-E → KLRC2
6,P14,CCC_Sender_HLA-E_to_KLRK1,0.00687105558316148,shap_tree,Sender,HLA-E,KLRK1,HLA-E → KLRK1
6,P14,CCC_Receiver_HLA-E_to_KLRK1,1.5863991362012423e-05,shap_tree,Receiver,HLA-E,KLRK1,HLA-E → KLRK1
6,P14,CCC_Sender_HLA-F_to_KIR3DL2,0.0019835178689607065,shap_tree,Sender,HLA-F,KIR3DL2,HLA-F → KIR3DL2
6,P14,CCC_Receiver_HLA-F_to_KIR3DL2,0.0,shap_tree,Receiver,HLA-F,KIR3DL2,HLA-F → KIR3DL2
6,P14,CCC_Sender_HLA-F_to_LILRB1,0.009916752735085434,shap_tree,Sender,HLA-F,LILRB1,HLA-F → LILRB1
6,P14,CCC_Receiver_HLA-F_to_LILRB1,6.096301957272091e-05,shap_tree,Receiver,HLA-F,LILRB1,HLA-F → LILRB1
6,P14,CCC_Sender_HLA-F_to_LILRB2,0.048193768188488285,shap_tree,Sender,HLA-F,LILRB2,HLA-F → LILRB2
6,P14,CCC_Receiver_HLA-F_to_LILRB2,0.00010040765003918065,shap_tree,Receiver,HLA-F,LILRB2,HLA-F → LILRB2
6,P14,CCC_Sender_HLA-G_to_LILRB1,0.00495490707264588,shap_tree,Sender,HLA-G,LILRB1,HLA-G → LILRB1
6,P14,CCC_Receiver_HLA-G_to_LILRB1,0.00022494466247422202,shap_tree,Receiver,HLA-G,LILRB1,HLA-G → LILRB1
6,P14,CCC_Sender_HLA-G_to_LILRB2,0.03242824896091111,shap_tree,Sender,HLA-G,LILRB2,HLA-G → LILRB2
6,P14,CCC_Receiver_HLA-G_to_LILRB2,0.0005086031166277331,shap_tree,Receiver,HLA-G,LILRB2,HLA-G → LILRB2
6,P14,CCC_Sender_LTB_to_LTBR,0.008735800258831762,shap_tree,Sender,LTB,LTBR,LTB → LTBR
6,P14,CCC_Receiver_LTB_to_LTBR,0.00014474326952977943,shap_tree,Receiver,LTB,LTBR,LTB → LTBR
6,P14,CCC_Sender_PVR_to_CD226,0.0,shap_tree,Sender,PVR,CD226,PVR → CD226
6,P14,CCC_Receiver_PVR_to_CD226,7.183614887197434e-07,shap_tree,Receiver,PVR,CD226,PVR → CD226
6,P14,CCC_Sender_PVR_to_CD96,0.0,shap_tree,Sender,PVR,CD96,PVR → CD96
6,P14,CCC_Receiver_PVR_to_CD96,0.0032483498355800598,shap_tree,Receiver,PVR,CD96,PVR → CD96
6,P14,CCC_Sender_PVR_to_TIGIT,0.0,shap_tree,Sender,PVR,TIGIT,PVR → TIGIT
6,P14,CCC_Receiver_PVR_to_TIGIT,0.0030115025632020433,shap_tree,Receiver,PVR,TIGIT,PVR → TIGIT
6,P14,CCC_Sender_SELPLG_to_SELL,0.0014354115217775259,shap_tree,Sender,SELPLG,SELL,SELPLG → SELL
6,P14,CCC_Receiver_SELPLG_to_SELL,2.479233682008165e-06,shap_tree,Receiver,SELPLG,SELL,SELPLG → SELL
6,P14,CCC_Sender_TGFB1_to_TGFBR3,1.1749545902742036e-05,shap_tree,Sender,TGFB1,TGFBR3,TGFB1 → TGFBR3
6,P14,CCC_Receiver_TGFB1_to_TGFBR3,3.2646505891507554e-06,shap_tree,Receiver,TGFB1,TGFBR3,TGFB1 → TGFBR3
6,P14,CCC_Sender_BTLA_to_TNFRSF14,8.472416982336238e-07,shap_tree,Sender,BTLA,TNFRSF14,BTLA → TNFRSF14
6,P14,CCC_Receiver_BTLA_to_TNFRSF14,0.0001291185193287454,shap_tree,Receiver,BTLA,TNFRSF14,BTLA → TNFRSF14
6,P14,CCC_Sender_FASLG_to_FAS,0.0,shap_tree,Sender,FASLG,FAS,FASLG → FAS
6,P14,CCC_Receiver_FASLG_to_FAS,0.0,shap_tree,Receiver,FASLG,FAS,FASLG → FAS
6,P14,CCC_Sender_LTA_to_TNFRSF14,4.053466983530025e-06,shap_tree,Sender,LTA,TNFRSF14,LTA → TNFRSF14
6,P14,CCC_Receiver_LTA_to_TNFRSF14,2.8893981361568254e-05,shap_tree,Receiver,LTA,TNFRSF14,LTA → TNFRSF14
6,P14,CCC_Sender_LTA_to_TNFRSF1A,7.1737805161603305e-06,shap_tree,Sender,LTA,TNFRSF1A,LTA → TNFRSF1A
6,P14,CCC_Receiver_LTA_to_TNFRSF1A,3.6799489732705125e-06,shap_tree,Receiver,LTA,TNFRSF1A,LTA → TNFRSF1A
6,P14,CCC_Sender_LTA_to_TNFRSF1B,0.0,shap_tree,Sender,LTA,TNFRSF1B,LTA → TNFRSF1B
6,P14,CCC_Receiver_LTA_to_TNFRSF1B,0.001033541186915442,shap_tree,Receiver,LTA,TNFRSF1B,LTA → TNFRSF1B
6,P14,CCC_Sender_TNF_to_TNFRSF1A,0.0005745933888608272,shap_tree,Sender,TNF,TNFRSF1A,TNF → TNFRSF1A
6,P14,CCC_Receiver_TNF_to_TNFRSF1A,0.0004629183400950501,shap_tree,Receiver,TNF,TNFRSF1A,TNF → TNFRSF1A
6,P14,CCC_Sender_TNF_to_TNFRSF1B,8.424119701343578e-05,shap_tree,Sender,TNF,TNFRSF1B,TNF → TNFRSF1B
6,P14,CCC_Receiver_TNF_to_TNFRSF1B,0.002567127586289391,shap_tree,Receiver,TNF,TNFRSF1B,TNF → TNFRSF1B
6,P14,CCC_Sender_TNFSF10_to_TNFRSF10A,0.00014438790874774432,shap_tree,Sender,TNFSF10,TNFRSF10A,TNFSF10 → TNFRSF10A
6,P14,CCC_Receiver_TNFSF10_to_TNFRSF10A,0.0,shap_tree,Receiver,TNFSF10,TNFRSF10A,TNFSF10 → TNFRSF10A
6,P14,CCC_Sender_TNFSF10_to_TNFRSF10B,2.6239663254816714e-05,shap_tree,Sender,TNFSF10,TNFRSF10B,TNFSF10 → TNFRSF10B
6,P14,CCC_Receiver_TNFSF10_to_TNFRSF10B,0.0,shap_tree,Receiver,TNFSF10,TNFRSF10B,TNFSF10 → TNFRSF10B
6,P14,CCC_Sender_TNFSF10_to_TNFRSF10D,0.0,shap_tree,Sender,TNFSF10,TNFRSF10D,TNFSF10 → TNFRSF10D
6,P14,CCC_Receiver_TNFSF10_to_TNFRSF10D,0.0,shap_tree,Receiver,TNFSF10,TNFRSF10D,TNFSF10 → TNFRSF10D
6,P14,CCC_Sender_TNFSF12_to_TNFRSF12A,0.0,shap_tree,Sender,TNFSF12,TNFRSF12A,TNFSF12 → TNFRSF12A
6,P14,CCC_Receiver_TNFSF12_to_TNFRSF12A,0.0,shap_tree,Receiver,TNFSF12,TNFRSF12A,TNFSF12 → TNFRSF12A
6,P14,CCC_Sender_TNFSF12_to_TNFRSF25,3.498473270712114e-05,shap_tree,Sender,TNFSF12,TNFRSF25,TNFSF12 → TNFRSF25
6,P14,CCC_Receiver_TNFSF12_to_TNFRSF25,5.55311253265622e-05,shap_tree,Receiver,TNFSF12,TNFRSF25,TNFSF12 → TNFRSF25
6,P14,CCC_Sender_TNFSF14_to_LTBR,0.0,shap_tree,Sender,TNFSF14,LTBR,TNFSF14 → LTBR
6,P14,CCC_Receiver_TNFSF14_to_LTBR,9.661013525620307e-06,shap_tree,Receiver,TNFSF14,LTBR,TNFSF14 → LTBR
6,P14,CCC_Sender_TNFSF14_to_TNFRSF14,0.0,shap_tree,Sender,TNFSF14,TNFRSF14,TNFSF14 → TNFRSF14
6,P14,CCC_Receiver_TNFSF14_to_TNFRSF14,0.0032789596962803876,shap_tree,Receiver,TNFSF14,TNFRSF14,TNFSF14 → TNFRSF14
6,P14,CCC_Sender_TNFSF4_to_TNFRSF4,3.0515074774697325e-06,shap_tree,Sender,TNFSF4,TNFRSF4,TNFSF4 → TNFRSF4
6,P14,CCC_Receiver_TNFSF4_to_TNFRSF4,5.5219965305222076e-05,shap_tree,Receiver,TNFSF4,TNFRSF4,TNFSF4 → TNFRSF4
6,P14,CCC_Sender_TNFSF9_to_TNFRSF9,9.608461300420939e-05,shap_tree,Sender,TNFSF9,TNFRSF9,TNFSF9 → TNFRSF9
6,P14,CCC_Receiver_TNFSF9_to_TNFRSF9,9.093623824805922e-05,shap_tree,Receiver,TNFSF9,TNFRSF9,TNFSF9 → TNFRSF9
6,P14,CCC_Sender_VEGFA_to_NRP1,0.0,shap_tree,Sender,VEGFA,NRP1,VEGFA → NRP1
6,P14,CCC_Receiver_VEGFA_to_NRP1,0.00019238920038821015,shap_tree,Receiver,VEGFA,NRP1,VEGFA → NRP1
6,P14,CCC_Sender_VEGFA_to_NRP2,0.0,shap_tree,Sender,VEGFA,NRP2,VEGFA → NRP2
6,P14,CCC_Receiver_VEGFA_to_NRP2,0.0,shap_tree,Receiver,VEGFA,NRP2,VEGFA → NRP2
6,P14,CCC_Sender_VEGFB_to_NRP1,1.8941304824264709e-07,shap_tree,Sender,VEGFB,NRP1,VEGFB → NRP1
6,P14,CCC_Receiver_VEGFB_to_NRP1,9.910159522400915e-05,shap_tree,Receiver,VEGFB,NRP1,VEGFB → NRP1
6,P14,CCC_Sender_CD274_to_PDCD1,0.0,shap_tree,Sender,CD274,PDCD1,CD274 → PDCD1
6,P14,CCC_Receiver_CD274_to_PDCD1,0.0015823101152139282,shap_tree,Receiver,CD274,PDCD1,CD274 → PDCD1
6,P14,CCC_Sender_CD86_to_CTLA4,0.0,shap_tree,Sender,CD86,CTLA4,CD86 → CTLA4
6,P14,CCC_Receiver_CD86_to_CTLA4,0.0014202476668445957,shap_tree,Receiver,CD86,CTLA4,CD86 → CTLA4
6,P14,CCC_Sender_CD86_to_CD28,0.00016564854068667275,shap_tree,Sender,CD86,CD28,CD86 → CD28
6,P14,CCC_Receiver_CD86_to_CD28,0.000588838538076723,shap_tree,Receiver,CD86,CD28,CD86 → CD28
6,P14,CCC_Sender_ICOSLG_to_ICOS,0.0,shap_tree,Sender,ICOSLG,ICOS,ICOSLG → ICOS
6,P14,CCC_Receiver_ICOSLG_to_ICOS,0.0002739159927078343,shap_tree,Receiver,ICOSLG,ICOS,ICOSLG → ICOS
6,P14,CCC_Sender_CD40LG_to_CD40,0.0,shap_tree,Sender,CD40LG,CD40,CD40LG → CD40
6,P14,CCC_Receiver_CD40LG_to_CD40,6.662123488738698e-05,shap_tree,Receiver,CD40LG,CD40,CD40LG → CD40
7,P15,CCC_Sender_ICAM1_to_ITGAL,2.393392155272614e-05,shap_tree,Sender,ICAM1,ITGAL,ICAM1 → ITGAL
7,P15,CCC_Receiver_ICAM1_to_ITGAL,0.004140146973571807,shap_tree,Receiver,ICAM1,ITGAL,ICAM1 → ITGAL
7,P15,CCC_Sender_CCL2_to_CCR2,0.0,shap_tree,Sender,CCL2,CCR2,CCL2 → CCR2
7,P15,CCC_Receiver_CCL2_to_CCR2,0.0,shap_tree,Receiver,CCL2,CCR2,CCL2 → CCR2
7,P15,CCC_Sender_CCL3_to_CCR1,0.010513254390951653,shap_tree,Sender,CCL3,CCR1,CCL3 → CCR1
7,P15,CCC_Receiver_CCL3_to_CCR1,1.5011463891880668e-05,shap_tree,Receiver,CCL3,CCR1,CCL3 → CCR1
7,P15,CCC_Sender_CCL3_to_CCR5,0.0030794164387013627,shap_tree,Sender,CCL3,CCR5,CCL3 → CCR5
7,P15,CCC_Receiver_CCL3_to_CCR5,0.0013461635278968788,shap_tree,Receiver,CCL3,CCR5,CCL3 → CCR5
7,P15,CCC_Sender_CCL3L1_to_CCR1,0.0004732444579443195,shap_tree,Sender,CCL3L1,CCR1,CCL3L1 → CCR1
7,P15,CCC_Receiver_CCL3L1_to_CCR1,0.0003083457722026673,shap_tree,Receiver,CCL3L1,CCR1,CCL3L1 → CCR1
7,P15,CCC_Sender_CCL4_to_CCR5,0.005176315829246363,shap_tree,Sender,CCL4,CCR5,CCL4 → CCR5
7,P15,CCC_Receiver_CCL4_to_CCR5,0.0017354838880799261,shap_tree,Receiver,CCL4,CCR5,CCL4 → CCR5
7,P15,CCC_Sender_CCL5_to_CCR1,0.0833979508467175,shap_tree,Sender,CCL5,CCR1,CCL5 → CCR1
7,P15,CCC_Receiver_CCL5_to_CCR1,0.0,shap_tree,Receiver,CCL5,CCR1,CCL5 → CCR1
7,P15,CCC_Sender_CCL5_to_CCR4,0.006677458379954666,shap_tree,Sender,CCL5,CCR4,CCL5 → CCR4
7,P15,CCC_Receiver_CCL5_to_CCR4,0.0,shap_tree,Receiver,CCL5,CCR4,CCL5 → CCR4
7,P15,CCC_Sender_CCL5_to_CCR5,0.014083535323175245,shap_tree,Sender,CCL5,CCR5,CCL5 → CCR5
7,P15,CCC_Receiver_CCL5_to_CCR5,0.0005780057496138408,shap_tree,Receiver,CCL5,CCR5,CCL5 → CCR5
7,P15,CCC_Sender_CXCL13_to_CXCR5,0.0001865007042290938,shap_tree,Sender,CXCL13,CXCR5,CXCL13 → CXCR5
7,P15,CCC_Receiver_CXCL13_to_CXCR5,2.5425553976672425e-05,shap_tree,Receiver,CXCL13,CXCR5,CXCL13 → CXCR5
7,P15,CCC_Sender_CXCL16_to_CXCR6,7.32004728691487e-05,shap_tree,Sender,CXCL16,CXCR6,CXCL16 → CXCR6
7,P15,CCC_Receiver_CXCL16_to_CXCR6,0.0012202494358520544,shap_tree,Receiver,CXCL16,CXCR6,CXCL16 → CXCR6
7,P15,CCC_Sender_CXCL2_to_DPP4,0.00028087693247258363,shap_tree,Sender,CXCL2,DPP4,CXCL2 → DPP4
