fold,held_patient,feature,importance,method
29,P5,PROGENy_JAK-STAT,0.23372940343484014,shap_linear_training_background
29,P5,PROGENy_MAPK,0.14167142086499185,shap_linear_training_background
29,P5,PROGENy_NFkB,0.08376477209744629,shap_linear_training_background
29,P5,PROGENy_PI3K,0.10688576558864883,shap_linear_training_background
29,P5,PROGENy_TGFb,0.06557295418858108,shap_linear_training_background
29,P5,PROGENy_TNFa,0.10932425313459862,shap_linear_training_background
29,P5,PROGENy_Trail,0.06556547089857946,shap_linear_training_background
29,P5,PROGENy_VEGF,0.03603823510714409,shap_linear_training_background
29,P5,PROGENy_WNT,0.06734440401938815,shap_linear_training_background
29,P5,PROGENy_p53,0.09336582708848934,shap_linear_training_background
30,P6,PROGENy_Androgen,0.04523530780426155,shap_linear_training_background
30,P6,PROGENy_EGFR,0.13344728725339527,shap_linear_training_background
30,P6,PROGENy_Estrogen,0.05411543373595634,shap_linear_training_background
30,P6,PROGENy_Hypoxia,0.04474319553877714,shap_linear_training_background
30,P6,PROGENy_JAK-STAT,0.13002099643492748,shap_linear_training_background
30,P6,PROGENy_MAPK,0.117187085293808,shap_linear_training_background
30,P6,PROGENy_NFkB,0.039153835563815687,shap_linear_training_background
30,P6,PROGENy_PI3K,0.0938185460920122,shap_linear_training_background
30,P6,PROGENy_TGFb,0.04121752248241002,shap_linear_training_background
30,P6,PROGENy_TNFa,0.05168199122579929,shap_linear_training_background
30,P6,PROGENy_Trail,0.04054002848081047,shap_linear_training_background
30,P6,PROGENy_VEGF,0.029902694576320457,shap_linear_training_background
30,P6,PROGENy_WNT,0.055467185636073106,shap_linear_training_background
30,P6,PROGENy_p53,0.10222560066166375,shap_linear_training_background
31,P7,PROGENy_Androgen,0.11465338978788578,shap_linear_training_background
31,P7,PROGENy_EGFR,0.2123464474550246,shap_linear_training_background
31,P7,PROGENy_Estrogen,0.14821665556806754,shap_linear_training_background
31,P7,PROGENy_Hypoxia,0.07193924794852308,shap_linear_training_background
31,P7,PROGENy_JAK-STAT,0.3444790734792426,shap_linear_training_background
31,P7,PROGENy_MAPK,0.15932542260544802,shap_linear_training_background
31,P7,PROGENy_NFkB,0.22023230021082674,shap_linear_training_background
31,P7,PROGENy_PI3K,0.1449606404395902,shap_linear_training_background
31,P7,PROGENy_TGFb,0.09471692320269083,shap_linear_training_background
31,P7,PROGENy_TNFa,0.25779297405464163,shap_linear_training_background
31,P7,PROGENy_Trail,0.0657059634468557,shap_linear_training_background
31,P7,PROGENy_VEGF,0.09021803816581549,shap_linear_training_background
31,P7,PROGENy_WNT,0.09488476433229572,shap_linear_training_background
31,P7,PROGENy_p53,0.18194968442498835,shap_linear_training_background
32,P8,PROGENy_Androgen,0.05252022434405852,shap_linear_training_background
32,P8,PROGENy_EGFR,0.12551896545598173,shap_linear_training_background
32,P8,PROGENy_Estrogen,0.03969437327233499,shap_linear_training_background
32,P8,PROGENy_Hypoxia,0.021907320222034253,shap_linear_training_background
32,P8,PROGENy_JAK-STAT,0.1330239464039439,shap_linear_training_background
32,P8,PROGENy_MAPK,0.08036272851646001,shap_linear_training_background
32,P8,PROGENy_NFkB,0.02053821489023188,shap_linear_training_background
32,P8,PROGENy_PI3K,0.061961161117305985,shap_linear_training_background
32,P8,PROGENy_TGFb,0.043521268459095125,shap_linear_training_background
32,P8,PROGENy_TNFa,0.048593498115019354,shap_linear_training_background
32,P8,PROGENy_Trail,0.052446520927412754,shap_linear_training_background
32,P8,PROGENy_VEGF,0.027285558497204553,shap_linear_training_background
32,P8,PROGENy_WNT,0.06347669487076328,shap_linear_training_background
32,P8,PROGENy_p53,0.04922759795157178,shap_linear_training_background
