fraction_cells_removed,sample_auc,patient_bootstrap_mean_auc,ci_lower,ci_upper,mean_cells_kept
0.0,0.8007590132827322,0.807021950988034,0.6647790093048714,0.9419643325465512,339.3958333333333
0.2,0.7969639468690701,0.8029354104722382,0.6592528735632185,0.938103448275862,271.9791666666667
0.3,0.7988614800759013,0.8048567761309475,0.6617084314985364,0.9384336424224864,238.08333333333334
0.4,0.7969639468690701,0.8027484896547508,0.6624608946839605,0.9385221674876847,204.02083333333334
0.5,0.7969639468690701,0.8027484896547508,0.6624608946839605,0.9385221674876847,170.0
0.6,0.8045540796963947,0.810290194203828,0.6774992283950617,0.9414548375923645,136.25
